since,relative_seconds,rtt,bandwidth_kbps
2690.000,2690.000,40.00,0
2691.000,2691.000,40.00,0
2692.000,2692.000,40.00,2
2693.000,2693.000,40.00,0
2694.000,2694.000,40.00,2
2695.000,2695.000,40.00,0
2696.000,2696.000,40.00,2
2697.000,2697.000,40.00,0
2699.000,2699.000,40.00,0
2700.000,2700.000,40.00,15
2701.000,2701.000,40.00,0
2702.000,2702.000,40.00,0
2703.000,2703.000,40.00,0
2704.000,2704.000,40.00,0
2705.000,2705.000,40.00,0
2706.000,2706.000,40.00,4943
2707.000,2707.000,40.00,24107
2708.000,2708.000,40.00,291
2709.000,2709.000,40.00,0
2710.000,2710.000,40.00,0
2712.000,2712.000,40.00,0
2713.000,2713.000,40.00,0
2714.000,2714.000,40.00,2
2715.000,2715.000,40.00,0
2716.000,2716.000,40.00,8
2717.000,2717.000,40.00,0
2718.000,2718.000,40.00,0
2719.000,2719.000,40.00,0
2720.000,2720.000,40.00,0
2721.000,2721.000,40.00,0
2722.000,2722.000,40.00,0
2723.000,2723.000,40.00,0
2725.000,2725.000,40.00,0
2726.000,2726.000,40.00,0
2727.000,2727.000,40.00,0
2728.000,2728.000,40.00,0
2729.000,2729.000,40.00,0
2730.000,2730.000,40.00,0
2731.000,2731.000,40.00,0
2732.000,2732.000,40.00,0
2733.000,2733.000,40.00,0
2734.000,2734.000,40.00,2
2735.000,2735.000,40.00,0
2736.000,2736.000,40.00,2
2738.000,2738.000,40.00,0
2739.000,2739.000,40.00,2
2740.000,2740.000,40.00,0
2741.000,2741.000,40.00,0
2742.000,2742.000,40.00,0
2743.000,2743.000,40.00,0
2744.000,2744.000,40.00,0
2745.000,2745.000,40.00,0
2746.000,2746.000,40.00,0
2747.000,2747.000,40.00,0
2748.000,2748.000,40.00,0
2749.000,2749.000,40.00,0
2751.000,2751.000,40.00,0
2752.000,2752.000,40.00,0
2753.000,2753.000,40.00,4839
2754.000,2754.000,40.00,20798
2755.000,2755.000,40.00,0
2756.000,2756.000,40.00,2
2757.000,2757.000,40.00,0
2758.000,2758.000,40.00,0
2759.000,2759.000,40.00,4
2760.000,2760.000,40.00,13
2761.000,2761.000,40.00,0
2762.000,2762.000,40.00,0
2763.000,2763.000,40.00,0
2765.000,2765.000,40.00,0
2766.000,2766.000,40.00,0
2767.000,2767.000,40.00,0
2768.000,2768.000,40.00,0
2769.000,2769.000,40.00,0
2770.000,2770.000,40.00,0
2771.000,2771.000,40.00,0
2772.000,2772.000,40.00,0
2773.000,2773.000,40.00,0
2774.000,2774.000,40.00,0
2775.000,2775.000,40.00,0
2776.000,2776.000,40.00,2
2778.000,2778.000,40.00,0
2779.000,2779.000,40.00,2
2780.000,2780.000,40.00,0
2781.000,2781.000,40.00,2
2782.000,2782.000,40.00,3
2783.000,2783.000,40.00,0
2784.000,2784.000,40.00,11
2785.000,2785.000,40.00,0
2786.000,2786.000,40.00,0
2787.000,2787.000,40.00,0
2788.000,2788.000,40.00,0
2789.000,2789.000,40.00,0
2791.000,2791.000,40.00,0
2792.000,2792.000,40.00,0
2793.000,2793.000,40.00,0
2794.000,2794.000,40.00,0
2795.000,2795.000,40.00,0
2796.000,2796.000,40.00,0
2797.000,2797.000,40.00,2
2798.000,2798.000,40.00,0
2799.000,2799.000,40.00,14721
2800.000,2800.000,40.00,3402
2801.000,2801.000,40.00,2
2802.000,2802.000,40.00,46
2803.000,2803.000,40.00,7349
2805.000,2805.000,40.00,9026
2806.000,2806.000,40.00,0
2807.000,2807.000,40.00,0
2808.000,2808.000,40.00,0
2809.000,2809.000,40.00,0
2810.000,2810.000,40.00,0
2811.000,2811.000,40.00,0
2812.000,2812.000,40.00,0
2813.000,2813.000,40.00,0
2814.000,2814.000,40.00,0
2815.000,2815.000,40.00,0
2817.000,2817.000,40.00,0
2818.000,2818.000,40.00,0
2819.000,2819.000,40.00,2
2820.000,2820.000,40.00,16
2821.000,2821.000,40.00,2
2822.000,2822.000,40.00,0
2823.000,2823.000,40.00,0
2824.000,2824.000,40.00,0
2825.000,2825.000,40.00,0
2826.000,2826.000,40.00,0
2827.000,2827.000,40.00,0
2829.000,2829.000,40.00,0
2830.000,2830.000,40.00,0
2831.000,2831.000,40.00,0
2832.000,2832.000,40.00,0
2833.000,2833.000,40.00,0
2834.000,2834.000,40.00,0
2835.000,2835.000,40.00,0
2836.000,2836.000,40.00,0
2837.000,2837.000,40.00,0
2838.000,2838.000,40.00,0
2839.000,2839.000,40.00,2
2840.000,2840.000,40.00,0
2842.000,2842.000,40.00,3
2843.000,2843.000,40.00,0
2844.000,2844.000,40.00,2
2845.000,2845.000,40.00,0
2846.000,2846.000,40.00,0
2847.000,2847.000,40.00,0
2848.000,2848.000,40.00,0
2849.000,2849.000,40.00,0
2850.000,2850.000,40.00,33772
2851.000,2851.000,40.00,0
2852.000,2852.000,40.00,0
2853.000,2853.000,40.00,0
2855.000,2855.000,40.00,0
2856.000,2856.000,40.00,0
2857.000,2857.000,40.00,0
2858.000,2858.000,40.00,0
2859.000,2859.000,40.00,0
2860.000,2860.000,40.00,0
2861.000,2861.000,40.00,2
2862.000,2862.000,40.00,2
2863.000,2863.000,40.00,0
2864.000,2864.000,40.00,2
2865.000,2865.000,40.00,0
2866.000,2866.000,40.00,0
2868.000,2868.000,40.00,0
2869.000,2869.000,40.00,0
2870.000,2870.000,40.00,0
2871.000,2871.000,40.00,0
2872.000,2872.000,40.00,0
2873.000,2873.000,40.00,0
2874.000,2874.000,40.00,0
2875.000,2875.000,40.00,0
2876.000,2876.000,40.00,0
2877.000,2877.000,40.00,0
2878.000,2878.000,40.00,0
2879.000,2879.000,40.00,16
2880.000,2880.000,40.00,0
2882.000,2882.000,40.00,2
2883.000,2883.000,40.00,0
2884.000,2884.000,40.00,2
2885.000,2885.000,40.00,0
2886.000,2886.000,40.00,2
2887.000,2887.000,40.00,0
2888.000,2888.000,40.00,0
2889.000,2889.000,40.00,0
2890.000,2890.000,40.00,0
2891.000,2891.000,40.00,0
2892.000,2892.000,40.00,0
2894.000,2894.000,40.00,0
