since,relative_seconds,rtt
0.000,0.000,21.38
0.007,0.007,25.93
0.016,0.016,27.50
0.026,0.026,25.41
0.036,0.036,18.79
0.046,0.046,30.67
0.056,0.056,25.75
0.067,0.067,30.57
0.076,0.076,26.37
0.086,0.086,34.27
0.096,0.096,24.57
0.106,0.106,29.68
0.116,0.116,19.61
0.126,0.126,20.17
0.136,0.136,37.06
0.146,0.146,26.86
0.156,0.156,27.62
0.166,0.166,17.56
0.176,0.176,19.34
0.186,0.186,26.10
0.196,0.196,27.20
0.206,0.206,27.39
0.217,0.217,23.17
0.226,0.226,17.97
0.236,0.236,26.01
0.247,0.247,19.84
0.256,0.256,27.10
0.266,0.266,22.12
0.276,0.276,27.68
0.286,0.286,28.67
0.296,0.296,23.97
0.307,0.307,25.48
0.316,0.316,36.73
0.326,0.326,26.88
0.336,0.336,27.94
0.346,0.346,29.49
0.357,0.357,39.39
0.367,0.367,36.03
0.376,0.376,38.04
0.386,0.386,27.98
0.396,0.396,17.98
0.406,0.406,29.76
0.417,0.417,19.29
0.427,0.427,35.85
0.436,0.436,25.95
0.447,0.447,27.88
0.457,0.457,23.05
0.467,0.467,30.00
0.476,0.476,25.28
0.487,0.487,24.73
0.496,0.496,20.92
0.506,0.506,21.05
0.517,0.517,20.73
0.527,0.527,38.70
0.536,0.536,29.59
0.547,0.547,29.62
0.557,0.557,25.16
0.566,0.566,20.72
0.576,0.576,21.10
0.586,0.586,22.99
0.597,0.597,19.48
0.606,0.606,30.12
0.616,0.616,31.33
0.627,0.627,32.26
0.636,0.636,31.84
0.646,0.646,21.84
0.657,0.657,22.76
0.666,0.666,25.59
0.677,0.677,30.64
0.687,0.687,26.52
0.697,0.697,32.14
0.707,0.707,33.93
0.717,0.717,34.47
0.726,0.726,25.01
0.736,0.736,20.72
0.746,0.746,20.58
0.757,0.757,32.33
0.767,0.767,22.36
0.777,0.777,33.43
0.786,0.786,24.12
0.797,0.797,23.03
0.807,0.807,26.63
0.817,0.817,41.69
0.827,0.827,31.66
0.837,0.837,32.41
0.846,0.846,22.66
0.856,0.856,34.01
0.866,0.866,30.78
0.876,0.876,31.22
0.886,0.886,21.23
0.896,0.896,27.13
0.906,0.906,23.56
0.916,0.916,34.24
0.926,0.926,35.72
0.936,0.936,42.99
0.946,0.946,32.94
0.956,0.956,22.92
0.966,0.966,34.26
0.976,0.976,24.21
0.986,0.986,30.24
0.997,0.997,24.85
1.006,1.006,25.09
1.016,1.016,38.01
1.026,1.026,28.01
1.036,1.036,40.11
1.046,1.046,30.17
1.057,1.057,30.04
1.066,1.066,43.07
1.076,1.076,32.99
1.086,1.086,23.03
1.096,1.096,39.85
1.106,1.106,41.63
1.116,1.116,31.44
1.126,1.126,21.44
1.136,1.136,21.06
1.146,1.146,22.27
1.156,1.156,26.09
1.167,1.167,19.54
1.177,1.177,25.49
1.187,1.187,27.75
1.197,1.197,26.68
1.207,1.207,27.94
1.217,1.217,27.26
1.226,1.226,29.77
1.237,1.237,19.54
1.247,1.247,31.62
1.256,1.256,42.35
1.267,1.267,31.91
1.277,1.277,21.92
1.287,1.287,35.79
1.296,1.296,26.34
1.307,1.307,21.07
1.316,1.316,27.54
1.326,1.326,38.77
1.346,1.346,29.34
1.356,1.356,19.25
1.367,1.367,26.69
1.377,1.377,20.44
1.387,1.387,27.77
1.397,1.397,17.48
1.406,1.406,28.44
1.417,1.417,47.36
1.427,1.427,37.24
1.436,1.436,27.91
1.446,1.446,26.86
1.457,1.457,16.39
1.467,1.467,28.63
1.476,1.476,29.77
1.486,1.486,29.85
1.496,1.496,25.88
1.506,1.506,20.31
1.516,1.516,18.57
1.527,1.527,32.97
1.537,1.537,22.93
1.547,1.547,29.62
1.556,1.556,29.87
1.566,1.566,19.85
1.576,1.576,21.66
1.586,1.586,22.52
1.596,1.596,28.45
1.606,1.606,30.09
1.616,1.616,20.15
1.626,1.626,20.82
1.636,1.636,20.28
1.646,1.646,28.30
1.656,1.656,18.31
1.666,1.666,29.31
1.677,1.677,30.52
1.686,1.686,27.28
1.697,1.697,20.10
1.706,1.706,21.83
1.717,1.717,23.77
1.726,1.726,29.67
1.736,1.736,29.98
