since,relative_seconds,rtt
0.000,0.000,21.16
0.010,0.010,39.59
0.020,0.020,29.66
0.030,0.030,27.68
0.040,0.040,26.54
0.049,0.049,31.46
0.060,0.060,21.03
0.070,0.070,28.06
0.079,0.079,25.34
0.089,0.089,28.12
0.100,0.100,26.05
0.109,0.109,23.76
0.119,0.119,25.50
0.129,0.129,27.28
0.149,0.149,23.52
0.159,0.159,25.34
0.169,0.169,23.34
0.179,0.179,24.74
0.189,0.189,26.76
0.199,0.199,25.19
0.209,0.209,22.84
0.219,0.219,20.76
0.229,0.229,22.02
0.239,0.239,20.09
0.249,0.249,23.39
0.259,0.259,20.31
0.269,0.269,22.50
0.280,0.280,19.86
0.289,0.289,27.50
0.299,0.299,24.75
0.310,0.310,22.51
0.319,0.319,20.13
0.330,0.330,21.66
0.339,0.339,19.79
0.349,0.349,22.30
0.359,0.359,20.22
0.369,0.369,26.62
0.379,0.379,24.12
0.390,0.390,34.56
0.400,0.400,24.59
0.410,0.410,34.34
0.419,0.419,24.88
0.430,0.430,22.07
0.439,0.439,28.54
0.450,0.450,22.83
0.459,0.459,24.25
0.469,0.469,26.99
0.480,0.480,24.47
0.489,0.489,26.20
0.500,0.500,25.33
0.510,0.510,22.17
0.519,0.519,28.62
0.530,0.530,26.33
0.540,0.540,20.39
0.550,0.550,25.62
0.560,0.560,19.45
0.570,0.570,22.02
0.579,0.579,19.75
0.589,0.589,26.09
0.599,0.599,24.44
0.609,0.609,34.42
0.619,0.619,24.49
0.629,0.629,22.41
0.639,0.639,20.48
0.649,0.649,22.45
0.659,0.659,24.25
0.669,0.669,21.98
0.679,0.679,28.16
0.690,0.690,21.68
0.700,0.700,20.09
0.710,0.710,21.99
0.720,0.720,23.81
0.730,0.730,22.28
0.740,0.740,24.19
0.750,0.750,22.29
0.760,0.760,20.17
0.769,0.769,35.12
0.779,0.779,25.37
0.789,0.789,27.71
0.799,0.799,21.54
0.809,0.809,23.73
0.819,0.819,38.83
0.830,0.830,28.59
0.840,0.840,25.20
0.850,0.850,23.07
0.860,0.860,24.94
0.870,0.870,26.28
0.879,0.879,28.84
0.889,0.889,34.25
0.899,0.899,24.28
0.909,0.909,30.08
0.919,0.919,20.01
0.929,0.929,29.87
0.939,0.939,19.88
0.949,0.949,26.06
0.959,0.959,20.31
0.969,0.969,26.96
0.979,0.979,28.56
0.989,0.989,29.58
1.000,1.000,23.30
1.009,1.009,25.91
1.019,1.019,24.06
1.030,1.030,29.68
1.040,1.040,19.59
1.049,1.049,27.31
1.059,1.059,25.03
1.069,1.069,22.42
1.079,1.079,20.14
1.090,1.090,21.50
1.099,1.099,23.95
1.110,1.110,21.58
1.119,1.119,23.92
1.129,1.129,30.00
1.139,1.139,20.12
1.150,1.150,26.33
1.159,1.159,20.51
1.170,1.170,22.33
1.180,1.180,19.96
1.189,1.189,22.15
1.199,1.199,19.76
1.209,1.209,22.06
1.219,1.219,19.98
1.230,1.230,22.13
1.239,1.239,20.53
1.249,1.249,24.08
1.259,1.259,20.50
1.269,1.269,22.94
1.280,1.280,24.02
1.290,1.290,22.27
1.300,1.300,19.93
1.309,1.309,21.97
1.320,1.320,19.30
1.330,1.330,21.74
1.339,1.339,25.19
1.349,1.349,22.11
1.360,1.360,20.54
1.370,1.370,22.06
1.379,1.379,20.75
1.390,1.390,22.10
1.399,1.399,20.04
1.410,1.410,22.09
1.419,1.419,21.20
1.430,1.430,22.43
1.440,1.440,20.40
1.450,1.450,27.35
1.460,1.460,20.15
1.470,1.470,22.40
1.480,1.480,20.10
1.490,1.490,22.62
1.500,1.500,20.00
1.510,1.510,22.19
1.520,1.520,25.62
1.530,1.530,22.83
1.540,1.540,25.17
1.550,1.550,22.19
1.559,1.559,20.61
1.569,1.569,22.63
1.580,1.580,20.30
1.589,1.589,22.36
1.600,1.600,20.04
1.609,1.609,22.43
1.619,1.619,20.56
1.639,1.639,19.94
1.649,1.649,25.86
1.659,1.659,20.00
1.669,1.669,25.94
1.679,1.679,19.77
1.689,1.689,26.01
1.699,1.699,24.08
1.709,1.709,29.92
1.719,1.719,27.77
1.729,1.729,21.95
1.749,1.749,22.35
1.759,1.759,24.94
1.769,1.769,35.04
1.780,1.780,24.98
1.790,1.790,21.64
1.799,1.799,19.85
1.809,1.809,25.93
1.819,1.819,19.92
1.829,1.829,21.96
1.839,1.839,25.28
1.850,1.850,22.00
1.860,1.860,24.58
1.870,1.870,21.68
1.879,1.879,28.33
1.890,1.890,25.56
1.899,1.899,27.70
1.909,1.909,26.02
1.919,1.919,40.44
1.929,1.929,30.53
1.940,1.940,20.28
1.949,1.949,33.94
1.969,1.969,39.55
1.980,1.980,45.33
1.990,1.990,35.55
1.999,1.999,25.78
2.010,2.010,26.08
2.020,2.020,25.23
2.030,2.030,30.08
2.039,2.039,29.12
2.049,2.049,34.76
2.060,2.060,28.29
2.070,2.070,26.18
2.080,2.080,20.36
2.090,2.090,22.27
2.100,2.100,19.79
2.110,2.110,33.70
2.119,2.119,24.63
2.129,2.129,34.96
2.140,2.140,32.29
2.150,2.150,22.69
2.160,2.160,29.78
2.170,2.170,26.87
2.180,2.180,25.61
2.190,2.190,29.99
2.199,2.199,29.73
2.209,2.209,40.04
2.219,2.219,29.71
2.229,2.229,22.62
2.239,2.239,25.40
2.249,2.249,22.71
2.260,2.260,20.36
2.269,2.269,28.38
2.280,2.280,23.60
2.289,2.289,26.19
2.299,2.299,28.52
2.310,2.310,26.46
2.320,2.320,20.22
2.329,2.329,27.99
2.340,2.340,24.72
2.350,2.350,22.11
2.360,2.360,29.54
2.370,2.370,23.98
2.379,2.379,25.18
2.389,2.389,31.35
2.399,2.399,21.60
2.409,2.409,27.66
2.419,2.419,25.01
2.430,2.430,22.96
2.439,2.439,21.21
2.449,2.449,22.00
2.459,2.459,20.83
2.469,2.469,26.03
2.479,2.479,19.82
2.489,2.489,29.95
2.499,2.499,29.20
2.509,2.509,26.96
2.519,2.519,21.04
2.529,2.529,23.31
2.539,2.539,25.78
2.550,2.550,27.83
2.559,2.559,20.31
2.569,2.569,22.09
2.580,2.580,24.70
2.589,2.589,27.84
2.599,2.599,25.75
2.610,2.610,26.79
2.620,2.620,20.76
2.630,2.630,26.84
2.639,2.639,24.96
2.649,2.649,22.90
2.659,2.659,20.78
2.669,2.669,22.96
2.679,2.679,20.96
2.689,2.689,23.19
2.699,2.699,26.03
2.710,2.710,31.62
2.719,2.719,21.76
2.730,2.730,27.72
2.739,2.739,25.27
2.750,2.750,26.29
2.760,2.760,23.88
2.769,2.769,25.94
2.779,2.779,20.27
2.789,2.789,27.60
2.799,2.799,25.44
2.809,2.809,23.07
2.820,2.820,20.84
2.829,2.829,24.68
2.839,2.839,21.10
2.850,2.850,24.44
2.859,2.859,25.60
2.870,2.870,31.09
2.880,2.880,21.21
2.890,2.890,27.98
2.899,2.899,21.39
2.909,2.909,28.89
2.919,2.919,21.52
2.930,2.930,23.43
2.940,2.940,26.73
2.950,2.950,26.63
2.960,2.960,24.40
2.970,2.970,22.04
2.979,2.979,20.57
2.990,2.990,21.86
3.000,3.000,19.87
3.009,3.009,21.92
3.019,3.019,25.16
3.029,3.029,30.32
3.040,3.040,19.84
3.049,3.049,26.10
3.059,3.059,19.86
3.069,3.069,22.00
3.079,3.079,20.03
3.089,3.089,21.85
3.099,3.099,24.49
3.109,3.109,22.98
3.119,3.119,28.86
3.129,3.129,21.91
3.139,3.139,23.68
3.149,3.149,21.68
3.159,3.159,23.88
3.169,3.169,22.32
3.179,3.179,28.28
3.189,3.189,25.95
3.199,3.199,24.83
3.209,3.209,26.18
3.219,3.219,24.22
3.229,3.229,30.07
3.239,3.239,27.81
3.249,3.249,25.97
3.259,3.259,23.89
3.270,3.270,26.02
3.280,3.280,23.46
3.290,3.290,21.92
3.299,3.299,20.11
3.309,3.309,26.81
3.319,3.319,24.33
3.329,3.329,29.86
3.339,3.339,28.10
3.349,3.349,26.54
3.359,3.359,28.00
3.369,3.369,26.58
3.389,3.389,26.04
3.399,3.399,20.18
3.410,3.410,28.06
3.419,3.419,25.29
3.429,3.429,26.49
3.439,3.439,24.23
3.449,3.449,22.61
3.459,3.459,24.27
3.470,3.470,21.80
3.479,3.479,25.34
3.489,3.489,22.82
3.500,3.500,20.02
3.509,3.509,23.14
3.519,3.519,20.75
3.530,3.530,22.20
3.540,3.540,19.75
3.550,3.550,26.59
3.559,3.559,25.62
3.570,3.570,22.23
3.580,3.580,24.58
3.590,3.590,22.08
3.600,3.600,20.26
3.609,3.609,22.98
3.619,3.619,24.50
3.629,3.629,30.30
3.640,3.640,19.92
3.649,3.649,21.81
3.659,3.659,19.99
3.669,3.669,22.05
3.679,3.679,19.90
3.689,3.689,25.97
3.699,3.699,23.89
3.709,3.709,34.72
3.719,3.719,24.80
3.729,3.729,27.16
3.739,3.739,25.32
3.749,3.749,22.67
3.760,3.760,19.73
3.769,3.769,35.29
3.780,3.780,25.05
3.789,3.789,22.32
3.799,3.799,19.99
