since,relative_seconds,rtt
0.000,0.000,27.67
0.010,0.010,25.67
0.019,0.019,28.17
0.029,0.029,26.08
0.039,0.039,24.33
0.050,0.050,27.34
0.059,0.059,32.33
0.069,0.069,30.86
0.079,0.079,32.43
0.090,0.090,38.49
0.099,0.099,32.36
0.110,0.110,30.11
0.119,0.119,36.78
0.130,0.130,26.44
0.140,0.140,25.49
0.150,0.150,26.52
0.160,0.160,25.61
0.170,0.170,27.26
0.180,0.180,25.41
0.190,0.190,21.57
0.200,0.200,31.83
0.210,0.210,21.81
0.219,0.219,27.96
0.229,0.229,26.03
0.239,0.239,24.00
0.249,0.249,26.02
0.259,0.259,19.89
0.269,0.269,29.96
0.279,0.279,23.94
0.289,0.289,34.05
0.299,0.299,24.07
0.309,0.309,29.91
0.319,0.319,24.28
0.330,0.330,29.96
0.339,0.339,23.77
0.350,0.350,21.72
0.359,0.359,19.59
0.370,0.370,21.82
0.379,0.379,19.76
0.389,0.389,25.67
0.399,0.399,19.66
0.409,0.409,26.98
0.419,0.419,19.78
0.429,0.429,25.80
0.439,0.439,19.95
0.450,0.450,34.93
0.459,0.459,25.15
0.470,0.470,29.69
0.480,0.480,40.12
0.490,0.490,47.20
0.499,0.499,39.83
0.510,0.510,41.95
0.520,0.520,39.97
0.529,0.529,39.58
0.539,0.539,29.72
0.550,0.550,26.37
0.560,0.560,29.55
0.570,0.570,26.18
0.580,0.580,23.89
0.589,0.589,22.23
0.600,0.600,23.62
0.610,0.610,27.09
0.620,0.620,25.39
0.630,0.630,26.07
0.639,0.639,25.18
0.650,0.650,26.23
0.660,0.660,24.48
0.670,0.670,34.18
0.679,0.679,32.10
0.690,0.690,39.52
0.700,0.700,35.56
0.709,0.709,34.85
0.720,0.720,35.76
0.730,0.730,29.80
0.740,0.740,27.89
0.750,0.750,30.55
0.759,0.759,21.12
0.769,0.769,27.27
0.780,0.780,27.99
0.790,0.790,25.80
0.800,0.800,23.54
0.810,0.810,25.48
0.820,0.820,19.61
0.829,0.829,21.83
0.839,0.839,19.95
0.850,0.850,22.76
0.859,0.859,20.93
0.870,0.870,23.86
0.880,0.880,19.83
0.890,0.890,21.97
0.900,0.900,20.14
0.909,0.909,30.92
0.920,0.920,20.49
0.930,0.930,25.94
0.940,0.940,19.56
0.950,0.950,21.47
0.959,0.959,19.67
0.969,0.969,21.57
0.979,0.979,19.73
0.989,0.989,21.48
0.999,0.999,19.62
1.009,1.009,21.52
1.019,1.019,24.05
1.029,1.029,21.58
1.039,1.039,20.09
1.060,1.060,24.57
1.069,1.069,23.29
1.080,1.080,20.56
1.090,1.090,22.09
1.100,1.100,19.85
1.109,1.109,22.37
1.119,1.119,19.92
1.130,1.130,23.34
1.139,1.139,20.53
1.150,1.150,26.81
1.160,1.160,24.97
1.170,1.170,26.43
1.180,1.180,25.09
1.190,1.190,19.60
1.200,1.200,20.36
1.209,1.209,27.97
