since,relative_seconds,rtt
0.000,0.000,36.99
0.009,0.009,27.98
0.019,0.019,25.68
0.029,0.029,23.74
0.039,0.039,21.30
0.049,0.049,19.27
0.059,0.059,21.02
0.069,0.069,20.25
0.079,0.079,18.95
0.089,0.089,15.92
0.099,0.099,21.86
0.109,0.109,19.69
0.119,0.119,17.83
0.129,0.129,20.51
0.139,0.139,27.24
0.149,0.149,24.43
0.159,0.159,21.71
0.169,0.169,20.08
0.179,0.179,26.35
0.189,0.189,24.12
0.199,0.199,26.39
0.209,0.209,24.14
0.219,0.219,29.88
0.229,0.229,27.75
0.239,0.239,26.05
0.249,0.249,23.97
0.259,0.259,22.21
0.269,0.269,24.03
0.279,0.279,21.46
0.289,0.289,19.48
0.299,0.299,17.53
0.309,0.309,23.85
0.319,0.319,21.37
0.329,0.329,28.19
0.339,0.339,18.00
0.349,0.349,27.55
0.359,0.359,25.87
0.369,0.369,15.87
0.379,0.379,38.90
0.389,0.389,37.36
0.399,0.399,27.42
0.409,0.409,17.32
0.419,0.419,21.93
0.429,0.429,20.14
0.439,0.439,21.83
0.449,0.449,19.49
0.459,0.459,17.28
0.469,0.469,15.59
0.479,0.479,21.08
0.489,0.489,27.09
0.499,0.499,29.41
0.509,0.509,19.30
0.519,0.519,25.22
0.529,0.529,15.31
0.539,0.539,29.13
0.549,0.549,31.11
0.559,0.559,21.08
0.569,0.569,15.09
0.579,0.579,21.29
0.589,0.589,23.54
0.599,0.599,21.33
0.609,0.609,28.22
0.619,0.619,25.12
0.629,0.629,19.91
0.639,0.639,17.69
0.649,0.649,19.56
0.659,0.659,20.98
0.669,0.669,19.87
0.679,0.679,18.66
0.689,0.689,15.33
0.699,0.699,17.12
0.709,0.709,19.30
0.719,0.719,17.97
0.729,0.729,15.41
0.739,0.739,17.62
0.749,0.749,16.13
0.769,0.769,16.37
0.779,0.779,21.38
0.789,0.789,19.45
0.799,0.799,21.29
0.809,0.809,16.36
0.819,0.819,21.53
0.829,0.829,20.78
0.839,0.839,18.72
0.849,0.849,16.97
0.859,0.859,29.96
0.869,0.869,19.83
0.879,0.879,17.66
0.889,0.889,15.89
0.899,0.899,17.75
0.909,0.909,17.45
0.919,0.919,18.02
0.929,0.929,19.62
0.939,0.939,18.66
0.949,0.949,15.90
0.959,0.959,21.37
0.969,0.969,15.99
0.979,0.979,17.29
0.989,0.989,16.23
0.999,0.999,17.74
1.009,1.009,24.68
1.019,1.019,21.88
1.029,1.029,19.56
1.039,1.039,18.19
1.049,1.049,23.66
1.059,1.059,17.63
1.069,1.069,19.51
1.079,1.079,18.36
1.089,1.089,16.26
1.099,1.099,18.33
1.109,1.109,15.87
1.119,1.119,25.57
1.129,1.129,15.52
1.139,1.139,17.48
1.149,1.149,20.68
1.159,1.159,18.23
1.169,1.169,19.60
1.179,1.179,18.57
1.189,1.189,20.88
1.199,1.199,21.33
1.209,1.209,19.92
1.220,1.220,24.99
1.229,1.229,23.32
1.239,1.239,21.03
1.249,1.249,15.13
1.259,1.259,17.16
1.269,1.269,15.17
1.279,1.279,21.11
1.289,1.289,23.22
1.299,1.299,17.27
1.309,1.309,19.31
1.319,1.319,17.26
1.329,1.329,15.14
1.339,1.339,17.61
1.349,1.349,19.81
1.359,1.359,17.19
1.369,1.369,15.26
1.379,1.379,26.18
1.389,1.389,19.51
1.399,1.399,17.75
1.409,1.409,15.19
1.419,1.419,17.46
1.429,1.429,15.10
1.439,1.439,18.27
1.449,1.449,15.41
1.459,1.459,20.99
1.469,1.469,19.63
1.479,1.479,17.55
1.489,1.489,15.12
1.499,1.499,17.26
1.509,1.509,23.15
1.519,1.519,17.32
1.529,1.529,19.33
1.539,1.539,17.47
1.549,1.549,15.76
1.559,1.559,21.46
1.569,1.569,19.78
1.579,1.579,18.16
1.589,1.589,16.12
1.599,1.599,17.99
1.609,1.609,16.39
1.619,1.619,17.90
1.629,1.629,20.07
1.639,1.639,18.95
1.649,1.649,16.94
1.659,1.659,17.71
1.669,1.669,15.54
1.679,1.679,21.43
1.689,1.689,19.84
1.699,1.699,18.12
1.709,1.709,16.42
1.719,1.719,21.41
1.729,1.729,15.92
1.739,1.739,17.77
1.749,1.749,16.38
1.759,1.759,17.44
1.769,1.769,15.84
1.779,1.779,21.70
1.789,1.789,19.86
1.799,1.799,21.28
1.809,1.809,15.68
1.819,1.819,17.57
1.829,1.829,15.63
1.839,1.839,26.48
1.849,1.849,23.73
