since,relative_seconds,rtt
0.000,0.000,37.47
0.016,0.016,21.26
0.026,0.026,38.09
0.036,0.036,28.24
0.046,0.046,28.86
0.056,0.056,29.58
0.066,0.066,30.08
0.076,0.076,30.82
0.086,0.086,20.91
0.096,0.096,21.54
0.106,0.106,27.44
0.116,0.116,28.05
0.126,0.126,39.72
0.136,0.136,62.90
0.146,0.146,52.69
0.156,0.156,42.87
0.166,0.166,33.13
0.176,0.176,49.28
0.186,0.186,50.42
0.196,0.196,40.33
0.206,0.206,40.68
0.216,0.216,30.60
0.226,0.226,31.58
0.236,0.236,31.60
0.246,0.246,38.30
0.256,0.256,39.61
0.266,0.266,29.97
0.276,0.276,29.80
0.286,0.286,30.59
0.296,0.296,31.05
0.306,0.306,31.35
0.316,0.316,31.87
0.326,0.326,32.93
0.336,0.336,22.56
0.346,0.346,29.01
0.356,0.356,29.14
0.366,0.366,29.51
0.376,0.376,29.61
0.386,0.386,30.18
0.396,0.396,20.36
0.406,0.406,20.94
0.416,0.416,21.37
0.426,0.426,27.86
0.436,0.436,27.94
0.446,0.446,29.02
0.456,0.456,30.35
0.466,0.466,31.38
0.476,0.476,21.01
0.486,0.486,31.25
0.497,0.497,26.71
0.506,0.506,29.36
0.516,0.516,28.35
0.526,0.526,29.07
0.536,0.536,29.69
0.546,0.546,29.89
0.556,0.556,30.52
0.566,0.566,20.65
0.576,0.576,21.37
0.586,0.586,28.48
0.596,0.596,23.67
0.606,0.606,30.10
0.616,0.616,30.50
0.626,0.626,31.33
0.636,0.636,32.25
0.646,0.646,22.28
0.656,0.656,23.94
0.666,0.666,29.76
0.676,0.676,29.90
0.686,0.686,30.31
0.696,0.696,30.70
0.706,0.706,31.63
0.716,0.716,31.69
0.727,0.727,31.77
0.736,0.736,22.23
0.746,0.746,28.39
0.756,0.756,29.06
0.766,0.766,29.97
0.776,0.776,30.51
0.786,0.786,25.57
0.796,0.796,20.15
0.806,0.806,20.67
0.816,0.816,21.61
0.826,0.826,27.21
0.846,0.846,29.02
0.856,0.856,29.16
0.866,0.866,24.77
0.876,0.876,20.36
0.886,0.886,21.47
0.896,0.896,22.05
0.906,0.906,22.67
0.916,0.916,28.64
0.926,0.926,29.88
0.936,0.936,30.04
0.946,0.946,30.20
0.956,0.956,20.12
0.966,0.966,21.97
0.976,0.976,21.27
0.986,0.986,27.43
0.996,0.996,29.19
1.006,1.006,29.26
1.016,1.016,29.76
1.026,1.026,30.39
1.036,1.036,26.58
1.046,1.046,20.88
1.056,1.056,21.37
1.066,1.066,29.13
1.076,1.076,28.83
1.086,1.086,29.00
1.096,1.096,29.93
1.106,1.106,30.92
1.116,1.116,20.81
1.126,1.126,20.93
1.136,1.136,22.01
1.146,1.146,28.62
1.156,1.156,29.85
1.166,1.166,29.59
1.177,1.177,29.96
1.186,1.186,30.50
1.196,1.196,31.19
1.206,1.206,20.93
1.216,1.216,21.57
1.226,1.226,28.57
1.236,1.236,28.70
1.246,1.246,29.13
1.256,1.256,30.21
1.266,1.266,30.23
1.276,1.276,41.43
1.286,1.286,37.10
1.296,1.296,26.99
1.306,1.306,29.57
1.317,1.317,28.64
1.326,1.326,39.73
1.336,1.336,40.72
1.346,1.346,41.07
1.356,1.356,30.72
1.366,1.366,31.60
1.376,1.376,27.37
1.386,1.386,27.94
1.396,1.396,28.62
1.406,1.406,29.08
1.416,1.416,40.26
1.426,1.426,40.67
1.436,1.436,41.17
1.446,1.446,30.73
1.456,1.456,26.92
1.466,1.466,27.39
1.476,1.476,27.93
1.486,1.486,39.41
1.496,1.496,39.99
1.506,1.506,30.00
1.516,1.516,30.65
1.526,1.526,31.43
1.536,1.536,26.67
1.546,1.546,28.02
1.556,1.556,28.30
1.566,1.566,29.01
1.576,1.576,39.52
1.586,1.586,40.43
1.596,1.596,30.57
1.606,1.606,31.20
1.616,1.616,26.74
1.626,1.626,27.29
1.636,1.636,28.03
1.646,1.646,28.51
1.656,1.656,39.84
1.666,1.666,40.60
1.676,1.676,30.65
1.686,1.686,31.88
1.696,1.696,27.11
1.706,1.706,28.22
1.716,1.716,28.68
1.726,1.726,29.60
1.736,1.736,29.50
1.746,1.746,40.40
1.756,1.756,30.44
1.766,1.766,31.06
1.776,1.776,26.51
1.786,1.786,37.85
1.796,1.796,27.84
1.806,1.806,28.58
1.816,1.816,29.26
1.826,1.826,40.45
1.836,1.836,41.19
1.846,1.846,31.16
1.856,1.856,21.18
1.866,1.866,27.04
1.876,1.876,27.84
1.886,1.886,71.53
1.896,1.896,61.53
1.906,1.906,51.50
1.916,1.916,41.53
1.926,1.926,31.51
1.936,1.936,26.60
1.956,1.956,29.25
1.966,1.966,29.35
1.976,1.976,29.83
1.986,1.986,29.88
1.996,1.996,30.61
2.006,2.006,20.74
2.016,2.016,21.95
2.026,2.026,38.43
2.036,2.036,28.59
2.046,2.046,29.68
2.057,2.057,29.58
2.066,2.066,30.34
2.076,2.076,31.17
2.086,2.086,21.06
2.096,2.096,28.03
2.106,2.106,27.59
2.116,2.116,28.67
2.126,2.126,28.66
2.136,2.136,39.68
2.146,2.146,40.55
2.156,2.156,30.60
2.166,2.166,31.39
2.176,2.176,26.74
2.186,2.186,27.38
2.196,2.196,28.90
2.206,2.206,40.27
2.216,2.216,39.97
2.226,2.226,41.98
2.236,2.236,31.87
2.246,2.246,31.50
2.256,2.256,26.61
2.266,2.266,27.31
2.276,2.276,28.93
2.286,2.286,39.71
2.296,2.296,41.50
2.306,2.306,31.14
2.316,2.316,31.68
2.326,2.326,31.51
2.336,2.336,26.30
2.346,2.346,27.49
2.356,2.356,28.84
2.366,2.366,39.98
2.376,2.376,40.18
2.386,2.386,29.87
2.396,2.396,30.64
2.406,2.406,31.34
2.416,2.416,26.60
2.426,2.426,27.43
2.436,2.436,28.24
2.446,2.446,30.10
2.456,2.456,30.30
2.466,2.466,30.32
2.476,2.476,31.48
2.486,2.486,21.36
2.496,2.496,22.05
2.506,2.506,27.59
2.516,2.516,27.98
2.526,2.526,30.14
2.536,2.536,29.35
2.546,2.546,30.48
2.556,2.556,31.03
2.566,2.566,31.54
2.576,2.576,21.12
2.586,2.586,27.47
2.596,2.596,28.14
2.606,2.606,38.99
2.616,2.616,39.97
2.626,2.626,41.22
2.636,2.636,30.86
2.646,2.646,31.70
2.656,2.656,21.72
2.666,2.666,28.44
2.676,2.676,29.48
2.686,2.686,40.22
2.696,2.696,41.29
2.706,2.706,31.32
2.716,2.716,32.92
2.726,2.726,32.86
2.736,2.736,38.42
2.746,2.746,29.12
2.756,2.756,30.50
2.766,2.766,40.76
2.776,2.776,40.80
2.786,2.786,31.36
2.796,2.796,32.27
2.806,2.806,32.85
2.816,2.816,22.85
2.826,2.826,29.27
2.836,2.836,29.68
2.846,2.846,40.31
2.856,2.856,40.92
2.866,2.866,30.82
2.876,2.876,31.29
2.886,2.886,21.52
2.896,2.896,21.88
2.906,2.906,22.27
2.916,2.916,28.96
2.926,2.926,29.11
2.936,2.936,29.93
2.946,2.946,30.04
2.956,2.956,30.91
2.966,2.966,20.91
2.976,2.976,23.64
2.996,2.996,39.63
3.006,3.006,29.85
3.016,3.016,29.23
3.026,3.026,30.08
3.036,3.036,31.48
3.046,3.046,21.25
3.056,3.056,22.00
3.066,3.066,29.20
3.076,3.076,28.72
3.086,3.086,28.78
3.096,3.096,29.59
3.106,3.106,29.75
3.116,3.116,30.34
3.126,3.126,32.16
3.136,3.136,22.03
3.146,3.146,27.16
3.156,3.156,27.96
3.166,3.166,28.27
3.176,3.176,29.67
3.186,3.186,30.12
3.196,3.196,20.29
3.206,3.206,20.72
3.216,3.216,21.67
3.226,3.226,28.43
3.236,3.236,28.12
3.246,3.246,29.64
3.256,3.256,24.45
3.266,3.266,29.88
3.276,3.276,30.96
3.286,3.286,21.06
3.296,3.296,21.74
3.306,3.306,22.52
3.316,3.316,23.26
3.326,3.326,23.38
3.336,3.336,30.14
3.346,3.346,20.60
3.356,3.356,30.58
3.366,3.366,31.14
3.376,3.376,21.11
3.386,3.386,28.04
3.396,3.396,22.90
3.406,3.406,29.60
3.416,3.416,24.57
3.426,3.426,30.92
3.436,3.436,20.81
3.446,3.446,20.94
3.456,3.456,22.17
3.466,3.466,27.66
3.476,3.476,23.32
3.486,3.486,29.35
3.496,3.496,29.52
3.506,3.506,30.30
3.516,3.516,41.68
3.526,3.526,49.00
3.536,3.536,39.06
3.546,3.546,38.95
3.557,3.557,28.40
3.566,3.566,39.58
3.576,3.576,40.44
3.586,3.586,41.16
3.596,3.596,41.86
3.606,3.606,38.51
3.616,3.616,37.59
3.626,3.626,28.28
3.636,3.636,28.43
3.646,3.646,60.51
3.656,3.656,50.63
3.666,3.666,40.99
3.676,3.676,42.19
3.686,3.686,37.20
3.696,3.696,27.26
3.706,3.706,28.17
3.716,3.716,28.82
3.726,3.726,39.46
3.736,3.736,29.41
3.746,3.746,30.20
3.756,3.756,30.83
3.766,3.766,31.29
3.776,3.776,21.06
3.786,3.786,27.87
3.796,3.796,28.44
3.806,3.806,29.19
3.816,3.816,29.20
3.826,3.826,29.79
3.836,3.836,30.41
3.846,3.846,31.68
3.856,3.856,21.64
3.866,3.866,28.16
3.876,3.876,28.19
3.886,3.886,29.79
3.896,3.896,29.63
3.906,3.906,31.92
3.916,3.916,32.14
3.926,3.926,34.14
3.936,3.936,23.79
3.946,3.946,29.39
3.956,3.956,38.99
3.966,3.966,39.93
3.976,3.976,30.02
3.986,3.986,30.22
3.996,3.996,41.98
4.006,4.006,31.89
4.017,4.017,21.43
4.026,4.026,28.28
4.036,4.036,29.25
4.046,4.046,29.99
4.056,4.056,30.61
4.066,4.066,30.54
4.076,4.076,41.48
4.086,4.086,31.92
4.096,4.096,21.79
4.106,4.106,29.57
4.116,4.116,28.40
4.126,4.126,30.14
4.136,4.136,31.40
4.146,4.146,31.43
4.156,4.156,33.14
4.166,4.166,22.41
4.176,4.176,22.94
4.186,4.186,28.86
4.196,4.196,29.65
4.206,4.206,30.78
4.216,4.216,30.62
4.226,4.226,31.42
4.237,4.237,32.36
4.246,4.246,33.38
4.256,4.256,22.72
4.266,4.266,28.73
4.276,4.276,29.95
4.286,4.286,41.37
4.296,4.296,31.17
4.306,4.306,31.53
4.316,4.316,31.65
4.326,4.326,32.43
4.336,4.336,22.84
4.346,4.346,24.22
4.356,4.356,23.67
4.366,4.366,24.16
4.376,4.376,30.46
4.386,4.386,20.47
4.396,4.396,21.08
4.406,4.406,21.92
4.416,4.416,21.77
4.426,4.426,28.61
4.436,4.436,28.89
4.446,4.446,30.02
4.456,4.456,25.20
4.466,4.466,25.96
4.476,4.476,22.02
4.486,4.486,26.19
4.496,4.496,21.59
4.506,4.506,22.86
4.516,4.516,28.62
4.526,4.526,23.98
4.536,4.536,30.04
4.546,4.546,20.56
4.556,4.556,20.49
4.566,4.566,21.46
4.576,4.576,22.29
4.586,4.586,22.63
4.596,4.596,28.72
4.606,4.606,23.94
4.616,4.616,29.56
4.626,4.626,31.38
4.636,4.636,21.49
4.646,4.646,22.10
4.656,4.656,23.80
4.666,4.666,23.21
4.676,4.676,28.52
4.686,4.686,29.96
4.696,4.696,30.41
4.706,4.706,31.28
4.716,4.716,21.50
4.726,4.726,20.94
4.736,4.736,22.64
4.746,4.746,29.50
4.757,4.757,24.54
4.766,4.766,29.17
4.776,4.776,29.71
4.786,4.786,30.65
4.797,4.797,30.58
4.806,4.806,31.92
4.817,4.817,21.17
4.826,4.826,28.79
4.836,4.836,28.82
4.846,4.846,29.28
4.856,4.856,30.29
4.866,4.866,30.15
4.876,4.876,31.16
4.886,4.886,31.53
4.896,4.896,38.83
4.906,4.906,29.06
4.916,4.916,28.50
4.926,4.926,39.85
4.936,4.936,30.37
4.956,4.956,31.22
4.966,4.966,32.41
4.976,4.976,39.02
4.986,4.986,29.55
4.996,4.996,29.68
5.006,5.006,39.53
5.016,5.016,29.91
5.026,5.026,30.72
5.037,5.037,30.48
5.046,5.046,37.88
5.056,5.056,27.68
5.066,5.066,28.56
5.076,5.076,29.90
5.087,5.087,29.52
5.096,5.096,29.70
5.106,5.106,30.77
5.116,5.116,20.49
5.126,5.126,31.50
5.136,5.136,21.91
5.146,5.146,21.67
5.156,5.156,23.02
5.166,5.166,28.69
5.176,5.176,29.42
5.186,5.186,19.42
5.196,5.196,20.07
5.206,5.206,21.28
5.216,5.216,22.12
5.226,5.226,32.78
5.236,5.236,22.73
5.246,5.246,28.77
5.256,5.256,29.81
5.266,5.266,29.94
5.276,5.276,30.69
5.286,5.286,31.96
5.296,5.296,21.89
5.306,5.306,27.56
