since,relative_seconds,rtt
0.000,0.000,43.27
0.008,0.008,51.63
0.018,0.018,41.47
0.028,0.028,39.75
0.038,0.038,30.26
0.048,0.048,27.61
0.058,0.058,26.03
0.068,0.068,20.10
0.078,0.078,26.69
0.088,0.088,39.37
0.098,0.098,46.13
0.108,0.108,36.19
0.118,0.118,35.15
0.128,0.128,32.51
0.138,0.138,25.46
0.148,0.148,25.38
0.158,0.158,38.52
0.168,0.168,28.67
0.178,0.178,26.10
0.188,0.188,24.16
0.198,0.198,21.33
0.208,0.208,27.82
0.218,0.218,21.16
0.228,0.228,27.50
0.238,0.238,41.19
0.248,0.248,31.27
0.258,0.258,45.87
0.268,0.268,35.78
0.278,0.278,34.54
0.287,0.287,27.69
0.298,0.298,17.54
0.308,0.308,23.30
0.318,0.318,36.99
0.328,0.328,26.92
0.338,0.338,32.86
0.347,0.347,23.62
0.357,0.357,25.37
0.368,0.368,23.14
0.378,0.378,20.94
0.388,0.388,18.57
0.398,0.398,24.74
0.408,0.408,22.64
0.427,0.427,14.98
0.437,0.437,16.75
0.447,0.447,34.89
0.457,0.457,24.93
0.468,0.468,34.63
0.478,0.478,36.50
0.488,0.488,26.64
0.498,0.498,24.99
0.508,0.508,22.93
0.518,0.518,24.70
0.528,0.528,22.82
0.538,0.538,20.62
0.548,0.548,26.72
0.558,0.558,32.49
0.568,0.568,22.77
0.578,0.578,20.46
0.588,0.588,18.59
0.598,0.598,28.85
0.608,0.608,18.75
0.618,0.618,28.66
0.628,0.628,30.62
0.638,0.638,20.31
0.648,0.648,19.18
0.658,0.658,32.69
0.668,0.668,22.74
0.678,0.678,17.79
0.688,0.688,23.97
0.698,0.698,29.12
0.708,0.708,23.30
0.718,0.718,24.83
0.728,0.728,30.98
0.738,0.738,30.29
0.748,0.748,22.97
0.758,0.758,20.57
0.768,0.768,18.69
0.778,0.778,29.24
0.788,0.788,19.12
0.797,0.797,17.66
0.808,0.808,18.98
0.818,0.818,25.07
0.828,0.828,19.24
0.838,0.838,26.11
0.848,0.848,30.81
0.858,0.858,29.00
0.868,0.868,28.18
0.878,0.878,17.97
0.888,0.888,23.67
0.898,0.898,20.94
0.908,0.908,23.71
0.918,0.918,20.62
0.927,0.927,28.92
0.938,0.938,20.97
0.948,0.948,24.28
0.958,0.958,38.07
0.968,0.968,27.73
0.978,0.978,20.60
0.988,0.988,27.65
0.998,0.998,17.90
1.007,1.007,27.95
1.018,1.018,24.99
1.028,1.028,19.50
1.038,1.038,17.31
1.047,1.047,23.86
1.058,1.058,26.35
1.067,1.067,23.79
1.078,1.078,37.81
1.088,1.088,39.15
1.098,1.098,36.99
1.108,1.108,30.68
