seqno,timestamp,lost,rtt
0,1764012000071707087,0,50506842
1,1764012000081969384,0,48420851
2,1764012000091717081,0,46645311
3,1764012000101682278,0,36712669
4,1764012000111729074,0,26667797
5,1764012000121716671,0,24736374
6,1764012000131516568,0,14946165
7,1764012000141549965,0,37473223
8,1764012000151888862,0,27147051
9,1764012000161761359,0,37943424
10,1764012000171812356,0,27900310
11,1764012000181768952,0,33743382
12,1764012000191821349,0,23712393
13,1764012000201770446,0,22042107
14,1764012000211790843,0,44029351
15,1764012000221722040,0,34105486
16,1764012000231729537,0,45647368
17,1764012000241750334,0,51368737
18,1764012000251761230,0,41377364
19,1764012000261765327,0,31375086
20,1764012000271711224,0,21430775
21,1764012000282007421,0,28136143
22,1764012000291875618,0,26206718
23,1764012000301728515,0,31967426
24,1764012000311723011,0,22017389
25,1764012000321671908,0,29120447
26,1764012000331695705,0,23527835
27,1764012000342008802,0,21461495
28,1764012000351974999,0,19622497
29,1764012000361685096,0,17713271
30,1764012000371672293,0,24003617
31,1764012000381685489,0,34426287
32,1764012000401543483,0,18618609
33,1764012000411545580,0,20392871
34,1764012000421850777,0,17895001
35,1764012000432039973,0,24807979
36,1764012000442088370,0,18572257
37,1764012000451948067,0,20805318
38,1764012000461873764,0,20657284
39,1764012000472281161,0,22281557
40,1764012000481878658,0,20076004
41,1764012000491626255,0,18673976
42,1764012000511734648,0,17871669
43,1764012000521964845,0,24884062
44,1764012000531731742,0,17617462
45,1764012000541560739,0,21128826
46,1764012000551990436,0,18744114
47,1764012000561591233,0,20830452
48,1764012000572041629,0,22549555
49,1764012000581795326,0,17460164
50,1764012000591764123,0,18759273
51,1764012000601559520,0,18416621
52,1764012000611703217,0,15693332
53,1764012000621705614,0,21052156
54,1764012000631807610,0,19754985
55,1764012000641502407,0,18179695
56,1764012000651658004,0,15698490
57,1764012000661705701,0,17846786
58,1764012000671523198,0,15954518
59,1764012000681657395,0,21773811
60,1764012000691689592,0,19505841
61,1764012000701713488,0,18500598
62,1764012000711583285,0,17174598
63,1764012000721605482,0,19915831
64,1764012000731867979,0,16981514
65,1764012000741587476,0,15545234
66,1764012000752054873,0,21335866
67,1764012000761603270,0,19914168
68,1764012000771762466,0,30168508
69,1764012000781600763,0,24764694
70,1764012000791836760,0,18307951
71,1764012000801782857,0,16060402
72,1764012000811676254,0,22613250
73,1764012000821686651,0,20589896
74,1764012000831645247,0,18778991
75,1764012000841745344,0,16047272
76,1764012000851560241,0,22662881
77,1764012000861699338,0,17676949
78,1764012000871675735,0,19947856
79,1764012000881540132,0,19318255
80,1764012000891684029,0,16037753
81,1764012000901787025,0,19089505
82,1764012000911860622,0,16953165
83,1764012000921826119,0,22462236
84,1764012000932076416,0,20188292
85,1764012000941805313,0,19569496
86,1764012000951709010,0,21870511
87,1764012000961775506,0,19877814
88,1764012000971855803,0,17409406
89,1764012000981745700,0,32197724
90,1764012000991587797,0,30566411
91,1764012001001582394,0,20611223
92,1764012001011648891,0,31174479
93,1764012001022039687,0,29805111
94,1764012001032332884,0,19534794
95,1764012001041777681,0,17894441
96,1764012001052038078,0,23445015
97,1764012001062000275,0,21732293
98,1764012001072270372,0,19122249
99,1764012001082538668,0,21067183
100,1764012001091589566,0,20922002
101,1764012001102183062,0,19440882
102,1764012001112088659,0,17730273
103,1764012001121802456,0,22662989
104,1764012001131512553,0,30310195
105,1764012001141956450,0,27759372
106,1764012001151908546,0,25725170
107,1764012001161933943,0,22503081
108,1764012001172019740,0,21761246
109,1764012001182013937,0,20199124
110,1764012001192219434,0,18275472
111,1764012001202302531,0,20435814
112,1764012001211977128,0,18919391
113,1764012001221734824,0,25473596
114,1764012001231577121,0,23630000
115,1764012001242002318,0,26129633
116,1764012001251946815,0,24211392
117,1764012001261909012,0,20771057
118,1764012001272026009,0,20478428
119,1764012001281759006,0,17907359
120,1764012001291595002,0,19702993
121,1764012001301870199,0,17558486
