seqno,timestamp,lost,rtt
0,1764013200321484971,0,26707258
1,1764013200331946271,0,24724163
2,1764013200341599271,0,25947550
3,1764013200351744571,0,24358892
4,1764013200361667071,0,35678397
5,1764013200371577170,0,44589057
6,1764013200381626870,0,34568701
7,1764013200391656470,0,24545029
8,1764013200401510670,0,30050373
9,1764013200411529370,0,37130550
10,1764013200421962670,0,26770824
11,1764013200431265570,0,31791901
12,1764013200441875570,0,21198191
13,1764013200451397470,0,27375777
14,1764013200461719770,0,24898109
15,1764013200471594870,0,32001781
16,1764013200481319769,0,22293756
17,1764013200491446769,0,23119882
18,1764013200510879469,0,19701036
19,1764013200521435369,0,21513398
20,1764013200531656869,0,23911581
21,1764013200541311869,0,21740833
22,1764013200551496069,0,21856667
23,1764013200561527769,0,21374514
24,1764013200571619269,0,23614429
25,1764013200581787969,0,19258229
26,1764013200591549669,0,32415341
27,1764013200601520968,0,27332158
28,1764013200611423968,0,25159222
29,1764013200621597968,0,19084087
30,1764013200631617668,0,24346145
31,1764013200641794068,0,26176104
32,1764013200651531268,0,24514176
33,1764013200661283568,0,30291279
34,1764013200671393968,0,27696776
35,1764013200681223468,0,17897910
36,1764013200691431168,0,23818970
37,1764013200701252468,0,22094756
38,1764013200711611467,0,19811338
39,1764013200721384767,0,28638691
40,1764013200731433667,0,19827284
41,1764013200741408867,0,21808708
42,1764013200751304867,0,24291515
43,1764013200761466267,0,26064497
44,1764013200781324367,0,22002643
45,1764013200791443067,0,27354319
46,1764013200801645167,0,24879547
47,1764013200811510967,0,23891753
48,1764013200821803467,0,37491420
49,1764013200831617666,0,48029445
50,1764013200841595766,0,38075093
51,1764013200851503966,0,28170818
52,1764013200861628166,0,40310306
53,1764013200871431166,0,36024915
54,1764013200881499566,0,25980217
55,1764013200891462166,0,24155140
56,1764013200901497566,0,26282094
57,1764013200911578466,0,28498449
58,1764013200921462666,0,22349382
59,1764013200931530366,0,24320540
60,1764013200941309765,0,29284241
61,1764013200951548365,0,26569524
62,1764013200961308865,0,22099238
63,1764013200971462465,0,23886742
64,1764013200981543665,0,22347350
65,1764013200991477665,0,19745647
66,1764013201001602565,0,21608392
67,1764013201011452465,0,26904528
68,1764013201021442065,0,21081873
69,1764013201031361865,0,24375659
70,1764013201041479365,0,22140254
71,1764013201051636865,0,19845345
72,1764013201061672964,0,21731091
73,1764013201071520764,0,24314958
74,1764013201081820564,0,26001520
75,1764013201091610964,0,30400207
76,1764013201101302464,0,26546664
77,1764013201111333364,0,20949895
78,1764013201121692064,0,26589552
79,1764013201131446764,0,23900953
80,1764013201141666564,0,22157306
81,1764013201151895564,0,23980121
82,1764013201161498064,0,18387074
83,1764013201171520963,0,23733087
84,1764013201181434863,0,21736785
85,1764013201191447563,0,23741774
86,1764013201201466763,0,21766449
87,1764013201211331963,0,28030633
88,1764013201221523063,0,25260212
89,1764013201231424663,0,27890052
90,1764013201241466063,0,25983372
91,1764013201251530963,0,22523015
92,1764013201261470563,0,20413185
93,1764013201271555663,0,19769577
94,1764013201281472763,0,18458117
95,1764013201291377762,0,24361277
96,1764013201301653362,0,33745657
97,1764013201311412962,0,27886655
