seqno,timestamp,lost,rtt
0,1764012600234848293,0,17324084
1,1764012600245082194,0,66832283
2,1764012600254853695,0,73056360
3,1764012600264966595,0,62964501
4,1764012600274862696,0,53071214
5,1764012600284833097,0,43101883
6,1764012600294816098,0,33119985
7,1764012600304863198,1,
8,1764012600314842399,0,20668328
9,1764012600324843800,0,30227053
10,1764012600334865600,0,36678989
11,1764012600344718201,0,26849775
12,1764012600354834002,1,
13,1764012600364888403,0,30683049
14,1764012600374747003,0,25076851
15,1764012600384968704,0,27531783
16,1764012600394932705,0,17576088
17,1764012600404890305,0,22857016
18,1764012600414727506,0,21188881
19,1764012600425025307,0,26999570
20,1764012600434955908,0,17185948
21,1764012600445084008,0,24474897
22,1764012600455147009,0,16330282
23,1764012600464869710,0,18430553
24,1764012600474948510,0,21267972
25,1764012600484922011,0,18955551
26,1764012600495051112,0,25083634
27,1764012600504992413,0,19680322
28,1764012600514751613,0,17663680
29,1764012600524746214,0,19565714
30,1764012600534959415,0,16675748
31,1764012600544868415,0,19209061
32,1764012600554937516,0,18275094
33,1764012600565134117,0,27205073
34,1764012600574699218,0,20348299
35,1764012600584981618,0,19535356
36,1764012600595018619,0,17439324
37,1764012600604894420,0,19756001
38,1764012600614722120,0,18033718
39,1764012600624704121,0,23458632
40,1764012600634822622,0,21418869
41,1764012600644773323,0,23615687
42,1764012600654824623,0,20784338
43,1764012600664831624,0,26860407
44,1764012600674879625,0,26446728
45,1764012600684754925,0,23147526
46,1764012600694904926,0,21504310
47,1764012600704789527,0,27598495
48,1764012600715218828,0,20894506
49,1764012600724840528,0,19076358
50,1764012600734812229,0,16758506
51,1764012600744863730,0,18798905
52,1764012600754865430,0,17347056
53,1764012600764892631,0,18626106
54,1764012600774920832,0,16607811
55,1764012600784841133,0,23183969
56,1764012600794811633,0,20257538
57,1764012600805039434,0,22572377
58,1764012600814838435,0,16515838
59,1764012600824896335,0,19013157
60,1764012600834938536,0,16812927
61,1764012600844799337,0,18280987
62,1764012600854850138,0,21253332
63,1764012600864808538,0,20671464
64,1764012600874961939,0,21041884
