seqno,timestamp,lost,rtt
0,1764011400486470799,0,16393043
1,1764011400497035399,0,17543494
2,1764011400506139999,0,16483819
3,1764011400516079198,0,18528091
4,1764011400526429098,0,16539217
5,1764011400536345198,0,22664158
6,1764011400546370697,0,20587586
7,1764011400556239397,0,20811662
8,1764011400566692697,0,20646268
9,1764011400576549296,0,20070354
10,1764011400586628596,0,20659137
11,1764011400596778696,0,26932531
12,1764011400606847795,0,25348348
13,1764011400616717995,0,22259045
14,1764011400626445395,0,29452051
15,1764011400636741394,0,26309552
16,1764011400646308794,0,24953733
17,1764011400656426594,0,19492239
18,1764011400666652893,0,24793321
19,1764011400676304793,0,32343798
20,1764011400686183693,0,31645487
21,1764011400696673792,0,21199090
22,1764011400707107292,0,29424344
23,1764011400716678192,0,25587696
24,1764011400726343591,0,22826912
25,1764011400736697591,0,19726262
26,1764011400746747691,0,25620985
27,1764011400756413990,0,20043154
28,1764011400766731290,0,21756418
29,1764011400776390890,0,23911889
30,1764011400786427389,0,17941483
31,1764011400796474089,0,19153110
32,1764011400806591889,0,25504792
33,1764011400816520388,0,23799246
34,1764011400826235188,0,21592751
35,1764011400836645888,0,19415917
36,1764011400846623187,0,18014827
37,1764011400856144387,0,32075751
38,1764011400866440987,0,21805364
39,1764011400876155786,0,19754410
40,1764011400886664486,0,21187096
41,1764011400896538186,0,26221686
42,1764011400906579185,0,25685857
43,1764011400916460285,0,23911647
44,1764011400926518185,0,21106387
45,1764011400936443684,0,19301659
46,1764011400946548484,0,16865948
47,1764011400956339184,0,19508676
48,1764011400966718583,0,17276615
49,1764011400976338783,0,30795106
50,1764011400986500283,0,28533735
51,1764011400996539882,0,18515135
52,1764011401006811682,0,17357633
53,1764011401016458582,0,23119758
54,1764011401026467081,0,21422257
55,1764011401036461481,0,31027915
56,1764011401046328281,0,21183010
57,1764011401056362080,0,19103329
58,1764011401066370380,0,17151576
59,1764011401076391980,0,23068979
60,1764011401086364879,0,21306391
61,1764011401096371779,0,19263804
62,1764011401106470179,0,17090148
63,1764011401116449078,0,19114566
64,1764011401126461878,0,24581486
65,1764011401136458578,0,22914525
66,1764011401146463177,0,21171224
67,1764011401156320277,0,19324847
68,1764011401166521477,0,29088277
69,1764011401176440276,0,23077509
70,1764011401186495976,0,17013540
71,1764011401196435276,0,22956338
72,1764011401206441475,0,21147955
73,1764011401226210275,0,17263158
74,1764011401236453774,0,23145562
75,1764011401246514574,0,21423328
76,1764011401256456574,0,19518107
77,1764011401266784473,0,20646474
78,1764011401276657973,0,26827753
79,1764011401286712073,0,16794696
80,1764011401296488672,0,22887790
81,1764011401306443572,0,21286464
82,1764011401316436172,0,28289834
83,1764011401326545771,0,26220613
84,1764011401336452371,0,18958440
85,1764011401346409371,0,17527240
86,1764011401356679870,0,22455844
87,1764011401366428570,0,20937757
88,1764011401376281570,0,19266061
89,1764011401386448369,0,17099447
90,1764011401396594369,0,23447420
91,1764011401406820569,0,24701543
92,1764011401416316468,0,23599686
93,1764011401426523168,0,21051824
94,1764011401436631268,0,19214966
95,1764011401446455567,0,16970742
96,1764011401456517867,0,23410936
97,1764011401466489067,0,20942430
98,1764011401476480166,0,19354996
99,1764011401486578566,0,17045938
100,1764011401496524266,0,19427863
101,1764011401506737465,0,17153359
102,1764011401516475765,0,23096149
103,1764011401526367665,0,21365961
104,1764011401536474264,0,19453852
105,1764011401546596264,0,17028233
106,1764011401556463764,0,23277341
107,1764011401566537463,0,16082705
108,1764011401576787063,0,31097366
109,1764011401586740863,0,21171927
110,1764011401596307862,0,19536911
111,1764011401606408162,0,17528625
112,1764011401616478162,0,21767306
113,1764011401626402461,0,29529598
114,1764011401636647861,0,19307567
115,1764011401646499361,0,19542483
116,1764011401656442060,0,25994392
117,1764011401666560760,0,25290730
118,1764011401676514360,0,24199050
119,1764011401686777459,0,20660350
120,1764011401696513859,0,18131113
121,1764011401706596259,0,17938864
122,1764011401716686058,0,19422259
123,1764011401726462358,0,17415754
124,1764011401736500358,0,23393435
125,1764011401746522357,0,20501765
126,1764011401756419057,0,20349886
127,1764011401766339557,0,17911646
128,1764011401776433656,0,23452374
