timestamp_utc,rel_start_sec,rel_end_sec,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent
1764012600,0.0,0.100143,0.10014300048351288,563200.0,44991661.70621963,,,,
1764012600.100143,0.100143,0.200102,0.09995900094509125,836352.0,66935602.96461297,,,,
1764012600.200102,0.200102,0.300051,0.09994900226593018,1346048.0,107738784.33872713,,,,
1764012600.300051,0.300051,0.400105,0.10005400329828262,947584.0,75765803.96688753,,,,
1764012600.400105,0.400105,0.500236,0.10013099759817123,1071488.0,85606897.02103353,,,,
1764012600.500236,0.500236,0.600282,0.10004600137472153,823680.0,65864101.60781242,,,,
1764012600.600282,0.600282,0.700306,0.10002399981021881,726528.0,58108294.1196899,,,,
1764012600.700306,0.700306,0.800196,0.09989000111818314,713856.0,57171367.86537132,,,,
1764012600.800196,0.800196,0.900106,0.0999099984765053,870144.0,69674227.8665631,,,,
1764012600.900106,0.900106,1.000141,0.10003499686717987,689920.0,55174290.72675692,,,,
1764012601.000141,1.000141,1.100208,0.10006699711084366,995456.0,79583161.5810227,,,,
1764012601.100208,1.100208,1.200096,0.09988799691200256,1001088.0,80176840.5372605,,,,
1764012601.200096,1.200096,1.300466,0.10036999732255936,1057408.0,84280803.28441614,,,,
1764012601.300466,1.300466,1.400261,0.09979499876499176,912384.0,73140659.25476544,,,,
1764012601.400261,1.400261,1.500205,0.09994400292634964,991232.0,79342989.75240806,,,,
1764012601.500205,1.500205,1.600136,0.099931001663208,992640.0,79466030.23917966,,,,
1764012601.600136,1.600136,1.700236,0.10010000318288803,715264.0,57163954.22630903,,,,
1764012601.700236,1.700236,1.800194,0.09995800256729126,932096.0,74599009.6688871,,,,
1764012601.800194,1.800194,1.9001,0.09990599751472473,589952.0,47240567.307327025,,,,
1764012601.9001,1.9001,2.000509,0.10040900111198425,716672.0,57100219.46743275,,,,
1764012602.000509,2.000509,2.100266,0.09975700080394745,668800.0,53634330.99312145,,,,
1764012602.100266,2.100266,2.20013,0.09986399859189987,620928.0,49741889.670367315,,,,
1764012602.20013,2.20013,2.300257,0.10012699663639069,694144.0,55461086.28591116,,,,
1764012602.300257,2.300257,2.40015,0.0998930037021637,620928.0,49727446.5267922,,,,
1764012602.40015,2.40015,2.500274,0.10012400150299072,746240.0,59625263.77675464,,,,
1764012602.500274,2.500274,2.60035,0.10007599741220474,946176.0,75636598.14273183,,,,
1764012602.60035,2.60035,2.700488,0.10013800114393234,1068672.0,85375940.22584534,,,,
1764012602.700488,2.700488,2.80009,0.09960199892520905,836352.0,67175519.2887657,,,,
1764012602.80009,2.80009,2.900525,0.10043500363826752,627968.0,50019851.8247065,,,,
1764012602.900525,2.900525,3.000243,0.09971799701452255,843392.0,67662169.33757076,,,,
1764012603.000243,3.000243,3.100546,0.10030300170183182,777216.0,61989450.90879016,,,,
1764012603.100546,3.100546,3.200364,0.09981799870729446,932096.0,74703641.5933981,,,,
1764012603.200364,3.200364,3.300281,0.0999170020222664,542080.0,43402423.13348818,,,,
1764012603.300281,3.300281,3.400139,0.09985800087451935,916608.0,73432914.09583104,,,,
1764012603.400139,3.400139,3.500107,0.09996800124645233,922240.0,73802815.98119706,,,,
1764012603.500107,3.500107,3.600145,0.10003799945116043,636416.0,50893940.58190496,,,,
1764012603.600145,3.600145,3.700092,0.0999469980597496,563200.0,45079893.21806838,,,,
1764012603.700092,3.700092,3.800158,0.10006599873304367,770176.0,61573442.30818522,,,,
1764012603.800158,3.800158,3.900155,0.09999699890613556,420992.0,33680370.779540986,,,,
1764012603.900155,3.900155,4.000207,0.10005199909210205,494208.0,39516091.9909305,,,,
1764012604.000207,4.000207,4.10066,0.10045299679040909,546304.0,43507233.628069066,,,,
1764012604.10066,4.10066,4.2002,0.09954000264406204,620928.0,49903796.14276941,,,,
1764012604.2002,4.2002,4.300095,0.09989500045776367,560384.0,44877841.52817012,,,,
1764012604.300095,4.300095,4.400261,0.10016600042581558,705408.0,56339116.82616782,,,,
1764012604.400261,4.400261,4.500396,0.10013499855995178,723712.0,57818905.310451,,,,
1764012604.500396,4.500396,4.600554,0.10015799850225449,632192.0,50495577.74346058,,,,
1764012604.600554,4.600554,4.700848,0.10029400140047073,760320.0,60647296.10011802,,,,
1764012604.700848,4.700848,4.800049,0.099201001226902,604032.0,48711766.416018344,,,,
1764012604.800049,4.800049,4.900218,0.10016900300979614,601216.0,48016131.29292729,,,,
1764012604.900218,4.900218,5.000133,0.0999149978160858,556160.0,44530652.02673395,,,,
1764012605.000133,5.000133,5.10004,0.0999070033431053,612480.0,49044009.28904593,,,,
1764012605.10004,5.10004,5.20003,0.09999000281095505,544896.0,43596038.3783728,,,,
1764012605.20003,5.20003,5.300524,0.10049399733543396,661760.0,52680559.44007433,,,,
1764012605.300524,5.300524,5.400315,0.0997909978032112,808192.0,64790774.14127172,,,,
1764012605.400315,5.400315,5.500168,0.0998530015349388,509696.0,40835707.8637566,,,,
1764012605.500168,5.500168,5.600666,0.10049799829721451,705408.0,56152999.02104034,,,,
1764012605.600666,5.600666,5.701133,0.10046699643135071,696960.0,55497628.05748724,,,,
1764012605.701133,5.701133,5.800247,0.09911400079727173,619520.0,50004640.7180894,,,,
1764012605.800247,5.800247,5.900329,0.10008200258016586,489984.0,39166602.3754888,,,,
1764012605.900329,5.900329,6.000123,0.09979400038719177,488576.0,39166763.3809142,,,,
1764012606.000123,6.000123,6.100092,0.0999689996242523,537856.0,43041823.126898,,,,
1764012606.100092,6.100092,6.200541,0.10044900327920914,461824.0,36780773.122561224,,,,
1764012606.200541,6.200541,6.30032,0.09977900236845016,591360.0,47413582.89523138,,,,
1764012606.30032,6.30032,6.400136,0.0998160019516945,329472.0,26406347.163409453,,,,
1764012606.400136,6.400136,6.500087,0.09995099902153015,501248.0,40119498.94704125,,,,
1764012606.500087,6.500087,6.600108,0.10002099722623825,423808.0,33897522.4605198,,,,
1764012606.600108,6.600108,6.700114,0.10000599920749664,385792.0,30861508.554065246,,,,
1764012606.700114,6.700114,6.800666,0.100552000105381,419584.0,33382448.847184777,,,,
1764012606.800666,6.800666,6.900554,0.09988799691200256,344960.0,27627743.926341526,,,,
1764012606.900554,6.900554,7.000179,0.09962499886751175,453376.0,36406605.18173202,,,,
1764012607.000179,7.000179,7.10031,0.10013099759817123,447744.0,35772658.67633201,,,,
1764012607.10031,7.10031,7.200369,0.10005900263786316,363264.0,29043983.28372207,,,,
1764012607.200369,7.200369,7.300338,0.0999689996242523,388608.0,31098280.583832055,,,,
1764012607.300338,7.300338,7.400615,0.10027699917554855,595584.0,47515103.5548919,,,,
1764012607.400615,7.400615,7.500237,0.0996219962835312,501248.0,40251994.03339905,,,,
1764012607.500237,7.500237,7.600318,0.10008099675178528,530816.0,42430912.339252345,,,,
1764012607.600318,7.600318,7.700464,0.10014600306749344,515328.0,41166136.178411,,,,
1764012607.700464,7.700464,7.800571,0.10010699927806854,511104.0,40844616.55515612,,,,
1764012607.800571,7.800571,7.900302,0.0997309982776642,567424.0,45516359.791784465,,,,
1764012607.900302,7.900302,8.000321,0.10001900047063828,488576.0,39078654.87165528,,,,
1764012608.000321,8.000321,8.100354,0.1000330001115799,501248.0,40086611.37351814,,,,
1764012608.100354,8.100354,8.200137,0.0997830033302307,608256.0,48766301.249681465,,,,
1764012608.200137,8.200137,8.300127,0.09999000281095505,619520.0,49566555.26223264,,,,
1764012608.300127,8.300127,8.400172,0.10004500299692154,711040.0,56857612.370455265,,,,
1764012608.400172,8.400172,8.50009,0.09991800040006638,359040.0,28746772.238229178,,,,
1764012608.50009,8.50009,8.600582,0.100492000579834,550528.0,43826612.810849026,,,,
1764012608.600582,8.600582,8.700312,0.0997299998998642,413952.0,33205815.7357374,,,,
1764012608.700312,8.700312,8.800424,0.10011199861764908,359040.0,28691066.402240712,,,,
1764012608.800424,8.800424,8.900465,0.100041002035141,381568.0,30512929.07809685,,,,
1764012608.900465,8.900465,9.000521,0.1000560000538826,428032.0,34223394.8804265,,,,
1764012609.000521,9.000521,9.100275,0.0997539982199669,502656.0,40311647.3700911,,,,
1764012609.100275,9.100275,9.20015,0.09987500309944153,459008.0,36766597.10682435,,,,
1764012609.20015,9.20015,9.300333,0.10018300265073776,257664.0,20575466.351175692,,,,
1764012609.300333,9.300333,9.400407,0.10007400065660477,354816.0,28364290.238981873,,,,
1764012609.400407,9.400407,9.500092,0.09968499839305878,380160.0,30508903.536399808,,,,
1764012609.500092,9.500092,9.600186,0.10009399801492691,367488.0,29371431.437493138,,,,
1764012609.600186,9.600186,9.700123,0.09993699938058853,412544.0,33024325.529640134,,,,
1764012609.700123,9.700123,9.800151,0.10002800077199936,429440.0,34345582.97162027,,,,
1764012609.800151,9.800151,9.900813,0.100662000477314,309760.0,24617829.848895963,,,,
1764012609.900813,9.900813,10.000652,0.0998390018939972,346368.0,27754123.61335518,,,,
1764012610.000652,10.000652,10.100265,0.0996130034327507,428032.0,34375592.36241415,,,,
1764012610.100265,10.100265,10.200161,0.09989599883556366,301312.0,24130055.538739424,,,,
1764012610.200161,10.200161,10.300256,0.1000949963927269,337920.0,27007943.427993685,,,,
1764012610.300256,10.300256,10.400123,0.09986700117588043,229504.0,18384771.5299519,,,,
1764012610.400123,10.400123,10.500093,0.0999699980020523,419584.0,33576793.70895946,,,,
1764012610.500093,10.500093,10.600267,0.10017400234937668,360448.0,28785752.115034092,,,,
1764012610.600267,10.600267,10.700055,0.09978800266981125,380160.0,30477411.29826296,,,,
1764012610.700055,10.700055,10.800557,0.10050199925899506,478720.0,38106306.623121545,,,,
1764012610.800557,10.800557,10.900327,0.0997700020670891,413952.0,33192502.068639286,,,,
