seqno,timestamp,lost,rtt
0,1764010800389173855,0,21761760
1,1764010800399645756,0,23063685
2,1764010800409270857,0,25300149
3,1764010800419232258,0,23501636
4,1764010800428918359,0,21712250
5,1764010800439010559,0,29131826
6,1764010800448931860,0,25876002
7,1764010800458991761,0,23897175
8,1764010800469380662,0,25214870
9,1764010800479116163,0,23713997
10,1764010800489332464,0,21858184
11,1764010800499090165,0,24091678
12,1764010800509365166,0,21402910
13,1764010800519330567,0,25581531
14,1764010800529614668,0,21082590
15,1764010800539942569,0,27504426
16,1764010800549450469,0,21822084
17,1764010800559076670,0,28519039
18,1764010800569002271,0,27715213
19,1764010800578928472,0,25094011
20,1764010800588953873,0,22609024
21,1764010800599355374,0,26718280
22,1764010800609610375,0,26611098
23,1764010800619068076,0,26007866
24,1764010800629379577,0,27746693
25,1764010800639020077,0,24008823
26,1764010800649507878,0,30740089
27,1764010800659735679,0,25177448
28,1764010800669447680,0,21224191
29,1764010800679397381,0,35491624
30,1764010800689336482,0,34822974
31,1764010800699011983,0,25182590
32,1764010800708820384,0,27363136
33,1764010800719385085,0,29863537
34,1764010800729318185,0,19960422
35,1764010800739530486,0,24458281
36,1764010800749580487,0,21713808
37,1764010800759329788,0,20610308
38,1764010800769250489,0,23089915
39,1764010800779222090,0,36715624
40,1764010800789142091,0,26817199
41,1764010800808975393,0,23454452
42,1764010800819611094,0,28551971
43,1764010800829266794,0,27160949
44,1764010800839613195,0,24296982
45,1764010800849465596,0,18338585
46,1764010800859097997,0,23046153
47,1764010800868922098,0,30464758
48,1764010800879002599,0,24491213
49,1764010800888965200,0,18464823
50,1764010800898950401,0,16838714
51,1764010800908938901,0,38674756
52,1764010800918983802,0,28645638
53,1764010800929083603,0,22436371
54,1764010800939103904,0,19471932
55,1764010800949129805,0,33654212
56,1764010800959147706,0,23648058
57,1764010800969049007,0,22454889
58,1764010800979085208,0,24471358
59,1764010800989041909,0,33388382
60,1764010800999178310,0,31310509
61,1764010801009002410,0,34718280
62,1764010801019217911,0,32768859
63,1764010801029238412,0,22776058
64,1764010801039212913,0,24747242
65,1764010801049035914,0,21072640
66,1764010801059330115,0,28898169
67,1764010801069323616,0,26953324
68,1764010801079347017,0,20489403
69,1764010801089378518,0,21916129
70,1764010801099480819,0,26986856
71,1764010801109284619,0,21876879
72,1764010801119085920,0,32201052
73,1764010801129086121,0,22222499
74,1764010801139158522,0,24307104
75,1764010801149187823,0,21874392
76,1764010801159083524,0,24457535
77,1764010801169098225,0,24956950
78,1764010801179196226,0,22814314
79,1764010801189157627,0,29083077
80,1764010801199192227,0,19069959
81,1764010801209256028,0,21796453
82,1764010801219201329,0,28291788
83,1764010801229174430,0,26059327
84,1764010801239256731,0,23337720
85,1764010801249149232,0,21702723
86,1764010801259138133,0,25570522
87,1764010801269191634,0,18744424
88,1764010801279128135,0,18703403
89,1764010801289126935,0,34081434
90,1764010801299012336,0,24287809
91,1764010801309559637,0,18450684
92,1764010801319200138,0,28729272
93,1764010801329273039,0,25746075
94,1764010801339261440,0,29224414
95,1764010801349392241,0,22616205
96,1764010801359538342,0,30659911
97,1764010801369193943,0,29831378
98,1764010801379194944,0,36732182
99,1764010801389172944,0,26781371
100,1764010801399105145,0,25051018
101,1764010801409506846,0,24885166
102,1764010801419322347,0,27272925
103,1764010801429144848,0,30757704
104,1764010801439140849,0,28870450
105,1764010801449162550,0,21977001
106,1764010801459239051,0,33161693
107,1764010801469323752,0,30829517
108,1764010801479490352,0,26242913
109,1764010801489323553,0,30283018
110,1764010801499155854,0,25631102
111,1764010801509401855,0,34230877
112,1764010801520029656,0,31170575
113,1764010801529922457,0,24551704
114,1764010801539495358,0,28461756
115,1764010801549170459,0,27957431
116,1764010801559008860,0,24393348
117,1764010801569162760,0,31028474
118,1764010801579629961,0,20586370
119,1764010801589114062,0,21355442
120,1764010801599427063,0,27997459
121,1764010801609355864,0,27335020
122,1764010801619114465,0,25304056
123,1764010801639241567,0,21009285
124,1764010801649429468,0,25715185
125,1764010801659484069,0,36189924
126,1764010801668941869,0,35512519
127,1764010801679336470,0,25164900
