since,relative_seconds,rtt
0.000,0.000,128.91
1.460,1.460,129.22
2.890,2.890,133.41
4.341,4.341,119.09
5.770,5.770,237.49
7.218,7.218,153.88
8.645,8.645,145.13
10.101,10.101,165.55
11.526,11.526,151.90
14.405,14.405,138.93
17.335,17.335,129.96
18.783,18.783,317.67
20.214,20.214,326.79
21.666,21.666,337.89
23.068,23.068,162.18
24.503,24.503,147.72
27.383,27.383,140.15
30.254,30.254,112.29
33.148,33.148,500.00
36.046,36.046,145.61
37.467,37.467,141.22
40.376,40.376,500.00
41.779,41.779,124.39
43.203,43.203,130.91
44.663,44.663,146.29
46.089,46.089,170.49
47.534,47.534,113.86
51.884,51.884,122.27
53.349,53.349,326.04
54.782,54.782,321.96
56.249,56.249,304.32
57.642,57.642,131.20
59.053,59.053,138.21
60.486,60.486,140.01
61.943,61.943,88.77
63.369,63.369,105.58
66.270,66.270,271.76
69.187,69.187,500.00
72.057,72.057,310.87
73.510,73.510,284.87
74.950,74.950,244.64
75.718,75.718,160.22
76.333,76.333,142.49
77.763,77.763,136.33
79.212,79.212,98.64
82.098,82.098,141.31
86.407,86.407,143.79
87.855,87.855,133.11
89.284,89.284,131.90
90.741,90.741,149.63
92.176,92.176,166.41
93.615,93.615,127.36
95.050,95.050,155.17
97.922,97.922,158.10
99.382,99.382,137.24
100.809,100.809,160.07
103.690,103.690,139.71
105.137,105.137,133.13
108.029,108.029,164.36
109.450,109.450,167.49
110.908,110.908,125.18
112.338,112.338,147.69
113.783,113.783,171.97
115.237,115.237,132.80
116.659,116.659,141.08
119.549,119.549,126.16
120.960,120.960,129.90
122.422,122.422,134.32
123.843,123.843,149.83
126.762,126.762,148.53
128.175,128.175,131.69
129.608,129.608,158.81
131.059,131.059,148.12
132.488,132.488,149.24
133.933,133.933,158.13
135.361,135.361,144.37
138.250,138.250,145.19
139.701,139.701,128.29
142.582,142.582,133.54
144.021,144.021,145.45
145.457,145.457,140.60
146.880,146.880,129.72
148.339,148.339,133.18
149.763,149.763,137.61
152.649,152.649,116.37
155.531,155.531,120.60
158.408,158.408,124.27
161.315,161.315,130.78
162.766,162.766,130.48
164.163,164.163,136.03
165.622,165.622,166.85
168.497,168.497,141.53
169.929,169.929,121.37
172.801,172.801,119.48
174.263,174.263,109.97
175.682,175.682,125.30
178.565,178.565,135.45
181.449,181.449,133.78
182.896,182.896,125.57
184.320,184.320,103.94
185.778,185.778,128.15
187.208,187.208,122.12
188.665,188.665,125.25
190.082,190.082,132.73
191.541,191.541,132.36
192.272,192.272,124.66
193.731,193.731,131.58
198.062,198.062,133.37
199.470,199.470,126.41
200.916,200.916,144.42
205.256,205.256,115.09
206.698,206.698,129.96
208.112,208.112,123.53
209.561,209.561,117.86
211.013,211.013,125.29
212.446,212.446,129.21
213.875,213.875,133.14
215.334,215.334,125.53
216.754,216.754,144.49
218.192,218.192,134.33
221.093,221.093,129.91
222.531,222.531,121.74
225.395,225.395,134.88
226.840,226.840,132.59
228.300,228.300,123.78
229.718,229.718,112.93
232.621,232.621,153.08
234.033,234.033,120.24
236.936,236.936,132.98
238.382,238.382,137.94
239.814,239.814,137.92
240.555,240.555,121.88
241.254,241.254,130.73
242.680,242.680,140.00
244.112,244.112,127.42
245.576,245.576,138.00
247.002,247.002,148.96
248.437,248.437,137.86
249.900,249.900,118.44
252.756,252.756,150.82
254.218,254.218,140.53
255.662,255.662,139.15
257.099,257.099,129.18
258.542,258.542,110.62
259.960,259.960,110.47
262.859,262.859,72.75
264.263,264.263,73.18
267.180,267.180,75.75
268.599,268.599,62.67
270.034,270.034,74.49
271.498,271.498,70.57
274.374,274.374,79.85
278.681,278.681,115.90
281.570,281.570,138.67
282.998,282.998,150.37
285.877,285.877,111.29
287.328,287.328,313.06
288.772,288.772,114.44
291.660,291.660,149.93
293.100,293.100,123.33
294.521,294.521,121.19
295.956,295.956,116.50
297.422,297.422,136.83
298.831,298.831,127.92
301.743,301.743,140.80
