since,relative_seconds,rtt
0.000,0.000,500.00
1.421,1.421,500.00
2.876,2.876,138.21
4.314,4.314,500.00
5.760,5.760,289.64
7.185,7.185,324.00
8.632,8.632,193.26
10.063,10.063,500.00
11.514,11.514,500.00
12.944,12.944,326.65
14.395,14.395,500.00
15.820,15.820,311.23
17.284,17.284,500.00
18.704,18.704,281.38
20.153,20.153,500.00
21.583,21.583,500.00
23.033,23.033,500.00
24.457,24.457,147.22
25.910,25.910,232.22
27.340,27.340,303.34
28.792,28.792,300.74
30.221,30.221,310.85
31.681,31.681,457.31
33.101,33.101,500.00
34.561,34.561,500.00
35.988,35.988,307.49
37.428,37.428,500.00
38.857,38.857,271.19
41.738,41.738,296.51
43.195,43.195,159.74
44.630,44.630,277.71
46.079,46.079,468.46
47.504,47.504,258.01
48.957,48.957,167.50
50.392,50.392,500.00
51.835,51.835,500.00
53.271,53.271,367.97
54.710,54.710,500.00
56.142,56.142,178.27
57.593,57.593,204.76
59.025,59.025,173.34
60.474,60.474,303.31
61.909,61.909,500.00
63.350,63.350,313.89
64.782,64.782,391.90
66.235,66.235,210.55
67.659,67.659,273.35
70.546,70.546,291.47
71.997,71.997,192.13
73.422,73.422,291.51
74.876,74.876,241.29
76.298,76.298,142.21
77.755,77.755,289.46
79.183,79.183,220.94
80.620,80.620,154.94
82.059,82.059,334.99
83.504,83.504,195.30
84.942,84.942,267.11
86.382,86.382,174.74
87.833,87.833,500.00
89.286,89.286,219.58
90.706,90.706,180.09
92.162,92.162,137.81
93.593,93.593,133.40
95.035,95.035,145.94
96.469,96.469,184.87
97.923,97.923,191.34
99.359,99.359,164.59
100.811,100.811,222.76
102.229,102.229,198.73
103.685,103.685,212.54
105.112,105.112,177.17
106.557,106.557,153.75
107.989,107.989,500.00
109.448,109.448,273.25
110.875,110.875,203.32
112.324,112.324,189.73
113.774,113.774,204.29
115.192,115.192,267.42
116.621,116.621,206.97
118.062,118.062,500.00
119.493,119.493,180.90
120.954,120.954,180.35
122.381,122.381,349.63
123.836,123.836,270.37
125.251,125.251,170.50
126.700,126.700,158.90
128.136,128.136,157.01
129.579,129.579,179.94
131.011,131.011,198.58
132.465,132.465,310.66
133.902,133.902,196.29
135.349,135.349,205.66
138.223,138.223,318.45
139.649,139.649,217.23
141.099,141.099,144.29
142.531,142.531,418.03
143.983,143.983,159.38
145.416,145.416,144.42
146.867,146.867,157.14
148.297,148.297,294.39
149.743,149.743,172.19
151.175,151.175,175.38
152.627,152.627,308.85
154.066,154.066,310.27
155.505,155.505,374.52
156.934,156.934,288.81
158.389,158.389,129.55
159.822,159.822,257.38
161.262,161.262,193.36
162.696,162.696,145.09
164.140,164.140,142.34
165.578,165.578,165.15
167.023,167.023,302.78
168.461,168.461,359.76
169.912,169.912,432.85
171.339,171.339,174.87
172.789,172.789,230.28
174.219,174.219,193.29
175.670,175.670,246.11
177.096,177.096,130.95
178.540,178.540,214.18
179.972,179.972,122.80
181.426,181.426,164.12
182.859,182.859,332.65
184.310,184.310,286.90
185.738,185.738,229.18
187.188,187.188,379.44
188.619,188.619,196.56
190.070,190.070,229.93
191.492,191.492,500.00
192.943,192.943,271.51
194.376,194.376,178.09
195.824,195.824,310.91
197.255,197.255,174.40
198.005,198.005,180.52
199.462,199.462,170.46
200.887,200.887,203.76
202.319,202.319,348.40
203.785,203.785,275.46
205.208,205.208,181.67
206.667,206.667,162.93
208.106,208.106,290.70
209.542,209.542,352.46
210.965,210.965,166.77
212.429,212.429,202.79
213.844,213.844,129.79
215.278,215.278,157.34
216.751,216.751,335.96
218.166,218.166,369.00
219.605,219.605,412.80
221.064,221.064,168.39
222.483,222.483,199.36
223.953,223.953,328.14
225.383,225.383,170.55
226.833,226.833,159.09
228.242,228.242,176.77
231.118,231.118,158.85
232.558,232.558,185.31
234.020,234.020,189.65
235.452,235.452,251.04
236.886,236.886,155.52
238.343,238.343,165.75
239.764,239.764,162.30
241.224,241.224,151.04
242.683,242.683,500.00
244.113,244.113,500.00
245.533,245.533,292.28
246.990,246.990,335.98
248.408,248.408,286.36
249.855,249.855,500.00
251.317,251.317,249.29
252.743,252.743,500.00
254.169,254.169,500.00
255.630,255.630,500.00
257.053,257.053,500.00
258.521,258.521,500.00
259.956,259.956,351.44
261.395,261.395,500.00
262.814,262.814,295.78
264.280,264.280,332.31
265.687,265.687,125.38
267.126,267.126,204.64
268.593,268.593,500.00
270.005,270.005,79.87
271.445,271.445,73.55
272.903,272.903,343.13
274.322,274.322,79.68
275.783,275.783,227.52
277.235,277.235,251.19
278.680,278.680,457.07
280.096,280.096,439.16
281.552,281.552,317.00
282.967,282.967,160.33
284.413,284.413,158.48
285.869,285.869,118.69
287.298,287.298,218.14
288.734,288.734,390.87
290.179,290.179,500.00
291.622,291.622,500.00
293.114,293.114,500.00
294.521,294.521,500.00
295.971,295.971,500.00
297.363,297.363,241.88
298.834,298.834,215.16
300.253,300.253,127.03
301.700,301.700,279.26
303.146,303.146,299.09
304.567,304.567,272.93
306.011,306.011,315.73
307.473,307.473,500.00
308.898,308.898,395.91
310.354,310.354,319.18
311.789,311.789,246.36
313.242,313.242,340.96
314.662,314.662,500.00
316.115,316.115,171.67
317.523,317.523,256.61
318.980,318.980,331.72
320.441,320.441,390.12
321.869,321.869,417.49
323.296,323.296,207.69
326.183,326.183,493.49
327.636,327.636,388.83
329.090,329.090,500.00
330.500,330.500,500.00
331.925,331.925,164.52
333.384,333.384,192.57
334.796,334.796,160.49
336.243,336.243,175.95
337.707,337.707,173.93
339.124,339.124,224.24
340.570,340.570,422.13
342.037,342.037,500.00
343.449,343.449,344.47
344.906,344.906,500.00
346.342,346.342,500.00
347.782,347.782,205.89
349.202,349.202,237.29
350.668,350.668,199.60
352.104,352.104,191.01
353.539,353.539,190.47
355.024,355.024,321.75
356.428,356.428,500.00
357.851,357.851,365.25
359.307,359.307,337.22
360.752,360.752,500.00
362.196,362.196,404.88
363.626,363.626,500.00
365.074,365.074,313.16
366.483,366.483,132.53
367.956,367.956,283.89
369.355,369.355,500.00
370.808,370.808,500.00
372.282,372.282,500.00
373.679,373.679,500.00
375.128,375.128,414.17
376.589,376.589,500.00
378.017,378.017,500.00
379.469,379.469,500.00
380.911,380.911,299.88
382.351,382.351,167.77
383.773,383.773,166.94
385.229,385.229,135.05
386.652,386.652,296.11
388.095,388.095,500.00
389.542,389.542,293.02
390.967,390.967,500.00
392.406,392.406,500.00
393.874,393.874,224.52
395.297,395.297,207.24
396.757,396.757,293.80
398.195,398.195,333.34
399.631,399.631,253.42
401.047,401.047,140.99
402.511,402.511,312.10
403.919,403.919,155.92
405.366,405.366,227.32
406.839,406.839,500.00
408.257,408.257,372.07
409.698,409.698,500.00
411.159,411.159,299.30
412.574,412.574,356.39
414.033,414.033,500.00
415.482,415.482,280.40
416.915,416.915,169.64
418.333,418.333,273.20
419.779,419.779,202.51
421.207,421.207,255.72
422.648,422.648,360.93
424.121,424.121,202.50
425.539,425.539,302.33
426.971,426.971,370.70
428.424,428.424,412.01
429.855,429.855,180.35
431.328,431.328,500.00
432.768,432.768,500.00
434.193,434.193,265.67
435.602,435.602,243.61
437.072,437.072,160.43
438.489,438.489,155.72
439.937,439.937,254.10
441.392,441.392,500.00
442.808,442.808,500.00
444.260,444.260,372.87
445.711,445.711,182.55
447.126,447.126,500.00
448.590,448.590,359.14
450.037,450.037,346.88
451.480,451.480,500.00
452.891,452.891,254.96
454.348,454.348,304.86
455.768,455.768,281.08
457.204,457.204,185.21
458.676,458.676,500.00
460.098,460.098,500.00
461.528,461.528,223.34
463.001,463.001,500.00
464.409,464.409,337.00
465.878,465.878,500.00
467.321,467.321,423.82
468.771,468.771,500.00
470.168,470.168,277.76
471.632,471.632,162.36
473.060,473.060,500.00
474.501,474.501,300.30
475.960,475.960,281.76
477.386,477.386,189.68
478.818,478.818,330.70
480.283,480.283,496.28
481.692,481.692,500.00
483.168,483.168,500.00
484.602,484.602,500.00
487.445,487.445,178.84
488.911,488.911,145.53
490.334,490.334,274.23
491.768,491.768,296.19
493.227,493.227,179.22
494.645,494.645,372.68
496.094,496.094,416.91
497.562,497.562,338.44
498.976,498.976,500.00
500.431,500.431,500.00
501.891,501.891,490.43
503.324,503.324,306.98
504.738,504.738,500.00
506.185,506.185,278.04
507.600,507.600,184.15
509.053,509.053,265.74
510.510,510.510,500.00
511.936,511.936,360.85
513.377,513.377,321.62
514.827,514.827,386.46
516.271,516.271,500.00
517.724,517.724,500.00
519.162,519.162,401.28
520.603,520.603,500.00
522.003,522.003,296.27
523.468,523.468,213.28
524.884,524.884,211.73
526.320,526.320,195.61
527.787,527.787,500.00
529.212,529.212,275.56
530.654,530.654,500.00
532.112,532.112,186.16
533.560,533.560,500.00
