since,relative_seconds,rtt
0.000,0.000,500.00
1.432,1.432,500.00
2.861,2.861,500.00
5.757,5.757,500.00
7.168,7.168,500.00
8.614,8.614,500.00
10.053,10.053,500.00
11.492,11.492,500.00
12.941,12.941,500.00
14.370,14.370,500.00
15.814,15.814,500.00
18.692,18.692,493.37
20.144,20.144,480.74
21.592,21.592,500.00
23.027,23.027,466.73
24.458,24.458,500.00
25.894,25.894,488.32
27.331,27.331,500.00
28.777,28.777,500.00
30.215,30.215,500.00
31.648,31.648,500.00
33.089,33.089,485.81
34.534,34.534,498.01
35.972,35.972,500.00
37.407,37.407,500.00
38.873,38.873,489.79
40.303,40.303,500.00
41.726,41.726,471.95
43.184,43.184,475.38
44.623,44.623,461.02
46.067,46.067,490.99
47.494,47.494,499.13
48.929,48.929,500.00
50.378,50.378,483.97
51.823,51.823,500.00
53.258,53.258,500.00
54.699,54.699,482.95
56.136,56.136,489.57
57.590,57.590,500.00
59.015,59.015,480.49
60.502,60.502,475.93
61.896,61.896,448.70
63.337,63.337,452.89
64.776,64.776,475.64
66.215,66.215,500.00
67.656,67.656,500.00
69.094,69.094,500.00
70.533,70.533,500.00
71.974,71.974,490.70
74.873,74.873,455.49
76.291,76.291,497.02
77.735,77.735,469.94
79.179,79.179,492.81
80.620,80.620,500.00
82.053,82.053,500.00
83.508,83.508,500.00
86.382,86.382,500.00
87.823,87.823,500.00
89.256,89.256,494.53
90.708,90.708,500.00
92.127,92.127,500.00
93.571,93.571,486.79
95.004,95.004,469.29
96.451,96.451,500.00
97.908,97.908,500.00
99.343,99.343,500.00
100.781,100.781,499.01
102.219,102.219,500.00
105.091,105.091,500.00
106.539,106.539,500.00
107.991,107.991,469.24
109.413,109.413,500.00
110.848,110.848,494.31
112.297,112.297,500.00
113.725,113.725,500.00
115.187,115.187,500.00
116.615,116.615,490.97
118.054,118.054,500.00
119.484,119.484,483.75
120.928,120.928,500.00
122.378,122.378,500.00
123.823,123.823,500.00
125.263,125.263,500.00
126.712,126.712,448.14
128.134,128.134,468.01
129.569,129.569,480.77
131.013,131.013,500.00
132.459,132.459,500.00
133.891,133.891,500.00
135.336,135.336,489.95
136.776,136.776,496.59
138.215,138.215,494.27
139.654,139.654,461.74
141.092,141.092,457.30
142.527,142.527,500.00
143.980,143.980,490.56
145.416,145.416,482.92
146.214,146.214,500.00
147.603,147.603,500.00
149.042,149.042,484.23
150.479,150.479,500.00
151.914,151.914,500.00
153.373,153.373,500.00
154.797,154.797,470.34
156.235,156.235,488.42
157.672,157.672,499.87
159.117,159.117,473.48
160.566,160.566,471.88
161.986,161.986,484.82
163.431,163.431,467.52
164.881,164.881,500.00
166.320,166.320,462.94
167.758,167.758,480.29
169.200,169.200,485.90
172.083,172.083,500.00
173.531,173.531,500.00
176.394,176.394,500.00
177.854,177.854,500.00
179.276,179.276,471.32
180.708,180.708,493.94
182.149,182.149,488.57
183.594,183.594,480.08
185.030,185.030,482.60
186.483,186.483,481.99
187.908,187.908,500.00
192.277,192.277,500.00
193.688,193.688,500.00
195.128,195.128,485.69
196.554,196.554,500.00
197.991,197.991,465.46
200.885,200.885,482.83
202.314,202.314,500.00
203.800,203.800,481.04
205.199,205.199,500.00
206.632,206.632,500.00
208.099,208.099,500.00
209.527,209.527,500.00
210.966,210.966,500.00
212.429,212.429,500.00
213.837,213.837,500.00
215.280,215.280,479.84
216.728,216.728,482.55
219.601,219.601,487.30
221.048,221.048,493.20
222.481,222.481,500.00
223.917,223.917,500.00
225.372,225.372,473.88
226.802,226.802,500.00
228.261,228.261,492.64
229.694,229.694,500.00
231.116,231.116,500.00
232.556,232.556,473.75
234.018,234.018,500.00
235.440,235.440,490.81
236.865,236.865,500.00
238.329,238.329,500.00
239.753,239.753,499.78
241.204,241.204,459.91
242.647,242.647,489.11
244.143,244.143,500.00
245.531,245.531,500.00
246.961,246.961,500.00
248.414,248.414,478.96
249.834,249.834,500.00
251.286,251.286,489.83
252.768,252.768,500.00
254.165,254.165,483.87
255.637,255.637,500.00
258.482,258.482,500.00
259.928,259.928,500.00
261.370,261.370,500.00
262.821,262.821,469.38
264.256,264.256,483.50
265.688,265.688,500.00
267.115,267.115,491.82
268.562,268.562,500.00
269.990,269.990,500.00
271.434,271.434,495.53
272.893,272.893,496.49
275.765,275.765,452.95
277.210,277.210,500.00
280.090,280.090,466.61
281.528,281.528,464.33
282.963,282.963,488.46
284.400,284.400,500.00
285.842,285.842,458.88
287.281,287.281,500.00
288.716,288.716,500.00
290.165,290.165,490.32
291.604,291.604,466.33
293.032,293.032,500.00
294.489,294.489,479.25
295.925,295.925,449.15
297.363,297.363,438.93
298.807,298.807,500.00
300.220,300.220,475.29
301.661,301.661,464.91
303.131,303.131,457.64
304.554,304.554,466.17
305.995,305.995,500.00
307.447,307.447,491.70
308.879,308.879,457.17
310.318,310.318,480.64
311.778,311.778,500.00
313.214,313.214,472.77
314.658,314.658,493.99
316.109,316.109,476.50
317.509,317.509,472.02
318.951,318.951,463.98
320.408,320.408,488.33
321.837,321.837,500.00
323.265,323.265,481.67
324.720,324.720,500.00
326.151,326.151,486.92
327.595,327.595,487.22
329.073,329.073,500.00
330.488,330.488,500.00
331.932,331.932,500.00
333.398,333.398,460.16
334.796,334.796,465.14
336.237,336.237,497.71
337.687,337.687,500.00
339.123,339.123,500.00
342.005,342.005,500.00
343.428,343.428,500.00
344.870,344.870,486.64
347.763,347.763,500.00
349.202,349.202,481.98
350.636,350.636,479.09
352.075,352.075,488.40
353.514,353.514,500.00
354.974,354.974,500.00
356.402,356.402,500.00
357.835,357.835,500.00
359.289,359.289,482.60
362.169,362.169,500.00
363.613,363.613,500.00
365.037,365.037,483.42
366.483,366.483,500.00
367.935,367.935,500.00
369.352,369.352,478.55
370.792,370.792,500.00
372.257,372.257,495.87
373.665,373.665,500.00
375.125,375.125,500.00
378.017,378.017,500.00
379.438,379.438,500.00
380.885,380.885,494.55
382.338,382.338,476.08
383.789,383.789,491.25
385.200,385.200,477.88
386.651,386.651,472.14
388.071,388.071,466.69
389.520,389.520,490.58
390.947,390.947,500.00
392.386,392.386,500.00
393.840,393.840,490.02
395.269,395.269,483.62
396.710,396.710,483.93
398.160,398.160,487.21
399.607,399.607,500.00
401.057,401.057,500.00
402.512,402.512,500.00
405.356,405.356,486.04
406.812,406.812,484.55
408.243,408.243,490.66
409.685,409.685,491.53
411.133,411.133,500.00
412.561,412.561,494.81
414.005,414.005,500.00
415.452,415.452,500.00
418.330,418.330,500.00
419.762,419.762,500.00
421.187,421.187,496.48
422.622,422.622,485.18
424.073,424.073,485.29
425.523,425.523,500.00
426.961,426.961,500.00
428.411,428.411,500.00
429.843,429.843,500.00
431.297,431.297,500.00
432.726,432.726,491.51
434.163,434.163,500.00
435.628,435.628,485.71
437.054,437.054,500.00
438.480,438.480,457.12
439.908,439.908,464.84
441.367,441.367,500.00
442.794,442.794,500.00
444.233,444.233,500.00
445.677,445.677,500.00
447.114,447.114,482.87
448.550,448.550,500.00
450.007,450.007,500.00
451.454,451.454,500.00
452.912,452.912,500.00
454.342,454.342,500.00
455.752,455.752,491.56
457.193,457.193,491.79
458.642,458.642,500.00
460.071,460.071,474.46
461.516,461.516,500.00
462.967,462.967,500.00
465.853,465.853,500.00
468.728,468.728,488.35
471.610,471.610,492.04
473.032,473.032,491.76
474.462,474.462,487.29
475.932,475.932,492.84
477.357,477.357,500.00
478.802,478.802,500.00
481.669,481.669,494.83
483.116,483.116,500.00
