since,relative_seconds,rtt
0.000,0.000,348.35
5.000,5.000,463.39
10.000,10.000,462.99
15.000,15.000,395.45
20.000,20.000,343.88
25.000,25.000,347.25
30.000,30.000,346.66
35.000,35.000,358.81
40.000,40.000,355.21
45.000,45.000,345.79
50.000,50.000,362.68
55.000,55.000,354.49
60.000,60.000,367.58
65.000,65.000,479.81
70.000,70.000,481.58
75.000,75.000,345.87
80.000,80.000,349.10
85.000,85.000,354.14
90.000,90.000,360.84
95.000,95.000,486.53
100.000,100.000,375.59
105.000,105.000,370.01
110.000,110.000,442.62
115.000,115.000,441.53
120.000,120.000,373.30
125.000,125.000,500.00
130.000,130.000,500.00
135.000,135.000,500.00
140.000,140.000,358.84
145.000,145.000,351.79
150.000,150.000,353.19
155.000,155.000,343.16
160.000,160.000,345.27
165.000,165.000,467.71
170.000,170.000,335.27
175.000,175.000,347.15
180.000,180.000,390.87
185.000,185.000,391.11
