since,relative_seconds,rtt
0.000,0.000,500.00
1.461,1.461,498.89
2.885,2.885,493.33
4.334,4.334,479.64
5.766,5.766,458.10
7.222,7.222,439.05
8.641,8.641,450.33
10.097,10.097,500.00
11.532,11.532,500.00
12.974,12.974,489.06
14.402,14.402,491.99
15.849,15.849,500.00
17.276,17.276,478.11
18.725,18.725,500.00
20.159,20.159,452.40
21.614,21.614,450.89
23.032,23.032,463.24
24.493,24.493,438.40
25.908,25.908,469.50
27.363,27.363,474.14
28.786,28.786,462.26
30.258,30.258,424.87
31.676,31.676,446.09
33.138,33.138,475.93
34.556,34.556,457.78
36.007,36.007,467.90
37.433,37.433,468.52
38.898,38.898,447.53
40.320,40.320,497.01
41.767,41.767,448.58
43.196,43.196,475.80
44.645,44.645,495.23
46.081,46.081,489.36
47.529,47.529,467.29
48.975,48.975,500.00
50.411,50.411,500.00
51.831,51.831,483.61
53.296,53.296,473.31
54.720,54.720,500.00
56.173,56.173,452.22
57.597,57.597,465.44
59.056,59.056,500.00
60.481,60.481,457.46
61.941,61.941,467.79
63.357,63.357,500.00
64.815,64.815,458.34
66.240,66.240,500.00
67.696,67.696,483.33
69.118,69.118,445.17
70.567,70.567,457.10
72.017,72.017,462.33
73.451,73.451,477.14
74.881,74.881,453.04
76.326,76.326,428.48
77.759,77.759,459.57
79.240,79.240,497.48
80.646,80.646,476.15
82.095,82.095,479.17
83.524,83.524,481.27
84.969,84.969,431.44
86.410,86.410,479.03
87.853,87.853,462.70
89.295,89.295,500.00
90.751,90.751,474.54
92.172,92.172,438.17
93.634,93.634,452.71
95.054,95.054,482.73
96.503,96.503,460.37
97.937,97.937,500.00
99.375,99.375,462.58
102.258,102.258,500.00
103.711,103.711,475.20
105.141,105.141,500.00
106.599,106.599,491.09
108.034,108.034,479.04
109.466,109.466,468.51
110.894,110.894,472.11
112.318,112.318,425.24
113.779,113.779,461.21
115.216,115.216,474.03
116.654,116.654,466.07
118.080,118.080,497.91
119.530,119.530,459.01
123.829,123.829,463.09
125.286,125.286,476.94
126.719,126.719,492.15
128.173,128.173,492.42
129.600,129.600,472.70
131.050,131.050,457.75
132.481,132.481,484.19
133.930,133.930,469.30
136.826,136.826,498.56
138.252,138.252,469.80
142.575,142.575,448.15
143.997,143.997,431.60
145.454,145.454,454.58
146.873,146.873,472.39
148.332,148.332,500.00
149.756,149.756,500.00
151.221,151.221,474.09
152.639,152.639,451.62
154.096,154.096,486.66
156.969,156.969,500.00
158.403,158.403,441.58
159.852,159.852,488.38
161.275,161.275,464.09
162.734,162.734,432.08
164.157,164.157,488.76
165.609,165.609,449.92
167.040,167.040,461.69
168.484,168.484,500.00
169.908,169.908,469.13
171.360,171.360,449.27
172.807,172.807,499.52
174.262,174.262,423.22
175.684,175.684,447.86
