# timestamp_sec bandwidth_mbps
0.000	3.878792
1.460	3.869320
2.890	3.747808
4.341	4.198584
5.770	2.105320
7.218	3.249272
8.645	3.445256
10.101	3.020176
11.526	3.291720
14.405	3.599032
17.335	3.847320
18.783	1.573960
20.214	1.530056
21.666	1.479784
23.068	3.083016
24.503	3.384792
27.383	3.567696
30.254	4.452656
33.148	0.012632
36.046	3.433720
37.467	3.540696
40.376	0.012896
41.779	4.019640
43.203	3.819432
44.663	3.417920
46.089	2.932720
47.534	4.391432
51.884	4.089280
53.349	1.533576
54.782	1.552976
56.249	1.643008
57.642	3.810840
59.053	3.617712
60.486	3.571176
61.943	5.632824
63.369	4.735920
66.270	1.839848
69.187	0.000000
72.057	1.608392
73.510	1.755184
74.950	2.043792
75.718	3.120800
76.333	3.509072
77.763	3.667568
79.212	5.068856
82.098	3.538440
86.407	3.477192
87.855	3.756368
89.284	3.790720
90.741	3.341600
92.176	3.004560
93.615	3.925904
95.050	3.222256
97.922	3.162488
99.382	3.643256
100.809	3.123632
103.690	3.578816
105.137	3.755632
108.029	3.042064
109.450	2.985232
110.908	3.994184
112.338	3.385544
113.783	2.907512
115.237	3.764928
116.659	3.544176
119.549	3.963088
120.960	3.849056
122.422	3.722528
123.843	3.337008
126.762	3.366416
128.175	3.796688
129.608	3.148368
131.059	3.375696
132.488	3.350264
133.933	3.161856
135.361	3.463312
138.250	3.443688
139.701	3.897496
142.582	3.744112
144.021	3.437680
145.457	3.556312
146.880	3.854376
148.339	3.754248
149.763	3.633480
152.649	4.296680
155.531	4.145936
158.408	4.023472
161.315	3.823120
162.766	3.832112
164.163	3.675632
165.622	2.996744
168.497	3.532776
169.929	4.119696
172.801	4.184960
174.263	4.546896
175.682	3.990424
178.565	3.691496
181.449	3.737384
182.896	3.981880
184.320	4.810504
185.778	3.901680
187.208	4.094304
188.665	3.991944
190.082	3.767144
191.541	3.777624
192.272	4.010832
193.731	3.799944
198.062	3.748912
199.470	3.955376
200.916	3.462240
205.256	4.344280
206.698	3.847296
208.112	4.047752
209.561	4.242216
211.013	3.990752
212.446	3.869544
213.875	3.755464
215.334	3.982992
216.754	3.460456
218.192	3.722064
221.093	3.848928
222.531	4.107216
225.395	3.706888
226.840	3.771128
228.300	4.039376
229.718	4.427600
232.621	3.266208
234.033	4.158472
236.936	3.759904
238.382	3.624832
239.814	3.625248
240.555	4.102472
241.254	3.824784
242.680	3.571384
244.112	3.923944
245.576	3.623208
247.002	3.356512
248.437	3.626800
249.900	4.221520
252.756	3.315136
254.218	3.557912
255.662	3.593288
257.099	3.870560
258.542	4.519888
259.960	4.526248
262.859	6.872672
264.263	6.832760
267.180	6.600688
268.599	7.977840
270.034	6.712152
271.498	7.085360
274.374	6.261928
278.681	4.314024
281.570	3.605696
282.998	3.325048
285.877	4.492920
287.328	1.597160
288.772	4.369064
291.660	3.334952
293.100	4.054232
294.521	4.125848
295.956	4.291848
297.422	3.654200
298.831	3.908728
301.743	3.551072
303.150	3.535040
304.602	3.572976
306.061	4.038976
307.496	3.685288
310.382	3.410712
311.794	4.180408
313.230	3.847448
316.115	3.028744
317.559	3.642768
319.019	3.446432
320.435	3.400288
321.872	3.939752
323.337	4.112528
326.216	3.855992
329.076	4.010648
330.519	3.323104
333.394	4.134312
336.292	4.040936
337.718	2.180560
340.616	3.672216
342.057	3.798512
343.502	3.881440
344.934	4.035440
346.351	3.886632
352.120	3.769616
353.579	3.705016
355.012	3.389776
356.430	4.038168
357.195	3.877904
357.895	4.554272
360.776	4.150160
361.517	4.162560
362.212	4.184848
363.640	4.741576
365.070	3.990032
366.533	4.898600
367.953	4.294400
369.398	4.017632
372.277	4.163656
379.501	4.819360
380.910	4.495864
382.352	4.305952
383.814	3.950792
385.238	3.902712
386.680	4.218088
388.141	3.315608
389.554	3.650224
390.998	3.389792
392.461	3.874352
393.894	4.518360
396.777	4.280304
399.636	4.196152
401.097	4.742808
402.514	4.072416
403.963	3.572536
405.420	3.563232
406.833	3.790080
408.278	2.472984
409.739	4.492280
414.052	4.404576
415.475	4.233680
416.912	4.368160
419.793	4.010280
421.236	3.448120
422.697	3.953032
424.120	3.974840
425.556	3.946784
427.023	4.650960
428.462	3.467152
431.343	4.143120
432.759	4.228960
435.654	4.086560
437.091	4.260224
438.516	3.730640
439.973	3.669944
442.847	3.825072
448.618	4.137536
450.030	3.913384
451.478	3.760440
455.813	3.088232
460.112	3.937168
463.018	3.890744
465.898	4.531944
467.317	4.092056
468.750	3.792144
470.213	3.930160
471.641	3.214400
474.537	4.205640
477.399	3.484080
480.302	3.844760
481.734	3.853208
483.178	3.507856
484.593	4.185840
486.040	3.999360
487.494	3.859416
488.923	3.975872
490.356	3.293576
493.233	3.627504
494.672	3.843536
496.141	3.570976
500.463	3.905072
501.874	3.610408
503.319	3.959720
506.192	3.323720
510.520	3.110528
511.958	3.268160
513.416	2.994144
514.863	3.228352
517.742	3.948600
519.152	3.849504
520.606	4.247576
522.055	3.804168
523.473	3.438616
524.917	3.649112
526.380	4.062936
527.790	4.178184
529.229	3.763544
