since,relative_seconds,rtt
180.000,180.000,169.63
185.000,185.000,174.25
190.000,190.000,164.31
195.000,195.000,182.92
200.000,200.000,179.29
205.000,205.000,179.57
210.000,210.000,487.97
215.000,215.000,249.87
220.000,220.000,215.74
225.000,225.000,165.82
230.000,230.000,167.24
235.000,235.000,163.59
240.000,240.000,153.41
245.000,245.000,162.38
250.000,250.000,181.70
255.000,255.000,160.03
260.000,260.000,152.69
265.000,265.000,221.89
270.000,270.000,212.30
275.000,275.000,218.80
280.000,280.000,215.93
285.000,285.000,209.66
290.000,290.000,212.12
295.000,295.000,500.00
300.000,300.000,500.00
305.000,305.000,500.00
310.000,310.000,500.00
315.000,315.000,500.00
320.000,320.000,500.00
325.000,325.000,500.00
330.000,330.000,500.00
335.000,335.000,500.00
340.000,340.000,500.00
345.000,345.000,500.00
350.000,350.000,500.00
355.000,355.000,500.00
