since,relative_seconds,rtt
180.000,180.000,500.00
185.000,185.000,448.22
190.000,190.000,181.26
195.000,195.000,500.00
200.000,200.000,500.00
205.000,205.000,185.43
210.000,210.000,179.83
215.000,215.000,184.34
220.000,220.000,181.16
225.000,225.000,181.44
230.000,230.000,188.90
235.000,235.000,178.08
240.000,240.000,238.00
245.000,245.000,500.00
250.000,250.000,500.00
255.000,255.000,500.00
260.000,260.000,500.00
265.000,265.000,500.00
270.000,270.000,500.00
275.000,275.000,500.00
280.000,280.000,500.00
285.000,285.000,500.00
290.000,290.000,500.00
295.000,295.000,500.00
300.000,300.000,500.00
305.000,305.000,500.00
310.000,310.000,500.00
315.000,315.000,500.00
320.000,320.000,500.00
325.000,325.000,500.00
330.000,330.000,500.00
335.000,335.000,500.00
340.000,340.000,500.00
345.000,345.000,500.00
350.000,350.000,500.00
355.000,355.000,500.00
