since,relative_seconds,rtt,bandwidth_kbps
0.000,0.000,297.34,2814
0.720,0.720,99.83,3948
1.266,1.266,141.91,5171
1.904,1.904,128.26,4539
2.956,2.956,220.86,3941
4.323,4.323,196.79,4282
5.254,5.254,96.72,5735
6.133,6.133,99.08,6983
7.857,7.857,191.33,4676
14.325,14.325,542.95,160
16.543,16.543,498.57,811
18.173,18.173,100.55,1683
19.203,19.203,242.46,2041
19.732,19.732,208.11,1775
23.143,23.143,514.44,538
23.934,23.934,185.83,1333
24.584,24.584,112.77,2007
25.454,25.454,203.97,2415
26.702,26.702,179.43,2701
27.668,27.668,94.90,4353
28.964,28.964,205.21,3105
33.424,33.424,345.03,390
34.565,34.565,341.20,3017
35.962,35.962,146.45,3324
36.645,36.645,92.14,4404
37.562,37.562,113.13,5466
39.265,39.265,279.48,3154
40.234,40.234,190.77,5039
42.063,42.063,178.71,2897
44.277,44.277,260.12,2481
46.291,46.291,216.59,4309
48.278,48.278,114.39,4177
50.287,50.287,92.76,6304
52.276,52.276,91.83,6093
54.276,54.276,95.95,5537
56.279,56.279,432.26,5537
58.279,58.279,96.19,5682
60.277,60.277,114.39,6939
62.293,62.293,133.65,5641
64.278,64.278,240.14,2805
66.275,66.275,112.03,3332
68.277,68.277,133.92,4739
70.279,70.279,93.56,7355
72.278,72.278,93.83,7079
74.284,74.284,104.82,6882
76.277,76.277,106.53,6882
78.291,78.291,134.07,7062
80.277,80.277,126.69,8785
82.285,82.285,147.10,6570
84.278,84.278,85.75,9022
86.279,86.279,94.16,7875
88.276,88.276,133.32,6935
90.290,90.290,117.06,6935
92.272,92.272,188.03,7271
94.276,94.276,392.73,2461
96.277,96.277,124.78,7520
98.277,98.277,419.13,295
100.276,100.276,106.22,6909
102.283,102.283,103.38,5890
104.277,104.277,492.87,73
106.277,106.277,474.49,2318
108.277,108.277,166.04,3749
110.276,110.276,152.94,3792
112.285,112.285,98.47,4498
