since,relative_seconds,rtt
0.000,0.000,409.62
1.449,1.449,419.35
2.883,2.883,401.62
4.339,4.339,417.64
5.769,5.769,408.50
7.221,7.221,375.93
8.644,8.644,379.01
10.106,10.106,410.23
11.527,11.527,402.90
12.986,12.986,407.43
14.410,14.410,401.02
15.859,15.859,398.08
17.288,17.288,442.82
18.726,18.726,400.81
20.156,20.156,396.92
21.614,21.614,367.64
23.040,23.040,372.21
24.500,24.500,382.48
25.927,25.927,423.72
27.377,27.377,373.10
28.805,28.805,370.08
30.253,30.253,392.78
31.684,31.684,398.54
33.132,33.132,388.29
34.566,34.566,374.24
36.012,36.012,425.02
37.445,37.445,470.27
38.893,38.893,373.62
40.328,40.328,386.03
41.778,41.778,457.72
43.192,43.192,414.17
44.650,44.650,402.54
46.096,46.096,441.72
47.545,47.545,382.49
48.972,48.972,418.77
50.417,50.417,394.47
51.850,51.850,418.28
53.296,53.296,382.87
54.727,54.727,393.83
56.175,56.175,371.90
57.607,57.607,500.00
59.057,59.057,489.02
60.486,60.486,405.81
61.938,61.938,411.66
63.360,63.360,383.70
64.807,64.807,412.47
66.234,66.234,385.87
67.690,67.690,370.31
69.122,69.122,453.54
70.568,70.568,376.63
72.001,72.001,390.09
73.459,73.459,460.91
74.890,74.890,378.50
76.342,76.342,424.83
77.762,77.762,494.67
79.214,79.214,405.92
80.637,80.637,395.56
82.099,82.099,386.13
83.528,83.528,412.41
84.978,84.978,378.44
86.396,86.396,390.18
87.857,87.857,454.45
89.274,89.274,404.98
90.727,90.727,456.51
92.151,92.151,360.69
93.611,93.611,396.61
95.040,95.040,402.74
96.504,96.504,392.20
97.924,97.924,386.63
99.382,99.382,393.86
100.803,100.803,407.56
102.263,102.263,500.00
103.681,103.681,378.37
105.138,105.138,388.43
106.564,106.564,393.43
108.019,108.019,372.19
109.446,109.446,350.53
110.902,110.902,378.81
112.445,112.445,355.38
113.777,113.777,395.26
115.208,115.208,360.60
116.653,116.653,370.58
118.073,118.073,356.45
119.528,119.528,380.50
120.954,120.954,497.72
122.420,122.420,404.62
123.850,123.850,396.44
125.300,125.300,384.33
126.726,126.726,361.69
128.176,128.176,374.02
129.603,129.603,400.00
131.050,131.050,410.03
132.478,132.478,391.43
133.932,133.932,401.53
135.361,135.361,386.41
136.816,136.816,376.71
138.241,138.241,406.93
139.688,139.688,384.56
141.112,141.112,394.01
142.567,142.567,372.94
144.003,144.003,374.25
145.456,145.456,382.34
146.888,146.888,358.41
148.339,148.339,388.71
149.770,149.770,433.74
151.221,151.221,391.56
152.651,152.651,393.54
154.090,154.090,394.74
155.522,155.522,399.77
156.975,156.975,378.98
158.403,158.403,394.02
159.850,159.850,350.69
161.280,161.280,346.93
162.726,162.726,375.65
164.156,164.156,446.76
165.611,165.611,406.67
167.045,167.045,387.20
168.495,168.495,400.10
169.928,169.928,391.82
171.374,171.374,385.73
172.806,172.806,365.46
174.258,174.258,439.60
175.686,175.686,366.38
177.132,177.132,368.65
178.557,178.557,338.52
180.008,180.008,380.03
181.444,181.444,417.56
182.894,182.894,409.33
184.327,184.327,392.52
185.775,185.775,418.61
187.199,187.199,411.41
190.095,190.095,417.35
191.545,191.545,373.09
192.974,192.974,387.93
194.423,194.423,369.68
195.849,195.849,449.34
196.712,196.712,400.39
198.045,198.045,373.90
199.474,199.474,393.90
200.920,200.920,400.28
202.374,202.374,392.95
203.791,203.791,374.01
205.236,205.236,379.88
206.693,206.693,446.49
208.131,208.131,405.90
209.567,209.567,500.00
211.006,211.006,360.46
212.431,212.431,466.83
213.862,213.862,375.08
215.341,215.341,370.27
216.768,216.768,424.63
218.196,218.196,408.16
219.655,219.655,386.77
221.083,221.083,388.08
222.509,222.509,390.50
223.974,223.974,383.02
225.412,225.412,357.67
226.844,226.844,376.76
228.293,228.293,395.72
229.708,229.708,376.00
231.146,231.146,356.50
232.603,232.603,375.04
234.025,234.025,403.45
235.469,235.469,397.59
236.927,236.927,369.29
238.345,238.345,389.24
239.802,239.802,390.52
241.264,241.264,352.57
242.693,242.693,391.24
244.130,244.130,403.43
245.576,245.576,375.38
246.992,246.992,385.19
248.427,248.427,376.23
249.886,249.886,378.81
251.317,251.317,455.10
252.746,252.746,391.49
254.207,254.207,365.22
255.632,255.632,393.22
257.071,257.071,407.16
258.519,258.519,444.37
259.959,259.959,429.29
261.401,261.401,387.35
262.862,262.862,424.26
264.271,264.271,378.50
265.716,265.716,360.28
267.173,267.173,404.00
268.594,268.594,387.08
270.038,270.038,412.26
271.495,271.495,394.59
272.907,272.907,500.00
274.356,274.356,395.41
275.811,275.811,420.18
277.243,277.243,401.67
278.689,278.689,406.58
280.127,280.127,394.33
281.547,281.547,412.23
282.990,282.990,391.97
284.446,284.446,407.46
285.869,285.869,400.50
287.307,287.307,377.99
288.766,288.766,410.72
290.181,290.181,500.00
291.647,291.647,385.16
293.093,293.093,388.62
294.535,294.535,376.96
295.974,295.974,368.42
297.407,297.407,348.35
298.825,298.825,385.07
300.268,300.268,370.87
301.725,301.725,400.51
303.149,303.149,431.24
304.588,304.588,415.57
306.051,306.051,387.02
307.470,307.470,386.63
308.910,308.910,402.19
310.366,310.366,399.27
311.803,311.803,373.43
313.243,313.243,367.31
314.684,314.684,355.98
316.109,316.109,387.67
317.536,317.536,390.03
319.015,319.015,407.22
320.428,320.428,402.23
321.868,321.868,371.81
323.327,323.327,377.39
324.747,324.747,388.57
326.188,326.188,377.22
327.644,327.644,384.73
329.092,329.092,377.26
330.532,330.532,387.90
331.966,331.966,379.05
333.383,333.383,342.84
334.825,334.825,400.41
336.284,336.284,363.49
337.704,337.704,369.05
339.137,339.137,393.82
340.601,340.601,423.39
342.047,342.047,366.10
343.480,343.480,375.73
344.931,344.931,391.71
346.369,346.369,355.07
347.813,347.813,359.39
349.244,349.244,352.54
350.670,350.670,462.45
352.116,352.116,349.85
353.569,353.569,377.75
354.993,354.993,474.78
356.434,356.434,373.11
357.894,357.894,376.32
359.314,359.314,373.78
360.746,360.746,369.23
362.201,362.201,388.76
363.658,363.658,378.42
365.102,365.102,375.40
366.535,366.535,388.59
367.951,367.951,361.59
369.395,369.395,383.81
370.849,370.849,368.06
372.275,372.275,379.87
373.715,373.715,385.31
375.181,375.181,434.84
376.596,376.596,405.07
378.031,378.031,470.39
379.490,379.490,375.48
380.932,380.932,394.02
382.362,382.362,368.99
383.808,383.808,366.56
385.233,385.233,467.69
386.663,386.663,424.91
388.130,388.130,391.83
389.548,389.548,388.96
390.981,390.981,411.08
392.452,392.452,385.52
