since,relative_seconds,rtt
0.000,0.000,206.60
2.881,2.881,120.59
5.777,5.777,467.13
7.225,7.225,384.05
8.635,8.635,135.70
11.522,11.522,158.14
12.980,12.980,106.70
14.401,14.401,151.48
15.860,15.860,150.75
17.281,17.281,158.62
18.739,18.739,116.00
20.162,20.162,145.61
23.044,23.044,131.95
24.485,24.485,126.44
25.919,25.919,118.08
27.366,27.366,148.86
30.248,30.248,143.47
33.142,33.142,136.79
36.012,36.012,123.56
37.442,37.442,118.74
38.892,38.892,142.25
41.778,41.778,121.04
43.192,43.192,112.35
47.533,47.533,121.47
48.961,48.961,126.14
50.412,50.412,186.76
51.851,51.851,124.70
53.297,53.297,149.32
54.722,54.722,107.75
56.172,56.172,142.04
60.479,60.479,131.65
63.362,63.362,129.85
64.809,64.809,137.15
66.247,66.247,90.07
67.700,67.700,91.65
69.125,69.125,176.81
70.570,70.570,116.43
72.007,72.007,311.70
73.452,73.452,150.80
76.340,76.340,129.54
79.210,79.210,171.66
80.635,80.635,141.98
82.103,82.103,425.64
83.531,83.531,352.93
84.990,84.990,129.34
86.402,86.402,117.13
87.876,87.876,125.13
89.326,89.326,137.62
90.750,90.750,139.31
92.182,92.182,130.71
93.635,93.635,132.81
95.053,95.053,118.34
96.510,96.510,132.71
97.938,97.938,128.27
102.273,102.273,132.52
103.703,103.703,124.72
105.148,105.148,148.43
106.572,106.572,115.69
108.040,108.040,141.55
109.515,109.515,141.55
110.894,110.894,134.11
113.771,113.771,132.11
115.221,115.221,128.57
119.547,119.547,126.25
122.435,122.435,120.96
123.864,123.864,129.98
125.308,125.308,121.01
126.738,126.738,125.71
128.184,128.184,174.99
131.059,131.059,126.96
135.364,135.364,150.77
136.821,136.821,150.33
138.240,138.240,140.59
139.698,139.698,143.33
141.121,141.121,138.21
146.887,146.887,126.24
148.330,148.330,132.02
151.211,151.211,122.01
154.099,154.099,136.03
155.521,155.521,123.68
156.981,156.981,135.99
158.405,158.405,110.28
159.856,159.856,127.28
161.284,161.284,344.66
162.733,162.733,133.05
167.037,167.037,130.60
168.493,168.493,121.00
169.924,169.924,128.96
171.378,171.378,135.01
174.254,174.254,113.08
175.682,175.682,111.05
181.443,181.443,134.38
185.775,185.775,100.81
187.207,187.207,124.26
188.659,188.659,129.18
190.088,190.088,150.17
191.541,191.541,132.67
194.420,194.420,235.29
195.840,195.840,113.99
199.496,199.496,133.96
200.908,200.908,140.61
202.344,202.344,163.90
203.819,203.819,266.49
205.226,205.226,151.40
206.692,206.692,154.89
208.127,208.127,211.34
210.983,210.983,117.98
213.869,213.869,283.70
215.313,215.313,259.41
216.768,216.768,164.98
218.190,218.190,124.22
223.975,223.975,139.26
225.413,225.413,115.96
229.735,229.735,111.74
231.149,231.149,114.03
235.468,235.468,122.55
236.911,236.911,122.41
238.371,238.371,126.32
241.250,241.250,123.98
242.693,242.693,116.24
244.131,244.131,135.17
245.551,245.551,131.27
247.004,247.004,124.05
248.433,248.433,120.89
249.867,249.867,116.54
251.329,251.329,115.68
255.655,255.655,440.59
258.533,258.533,219.28
262.827,262.827,108.95
264.286,264.286,94.64
267.151,267.151,303.68
268.615,268.615,72.66
271.465,271.465,73.53
274.351,274.351,71.78
275.810,275.810,75.09
277.247,277.247,73.88
280.103,280.103,118.25
282.989,282.989,113.50
284.430,284.430,229.34
287.306,287.306,126.46
290.205,290.205,115.06
291.633,291.633,115.72
293.088,293.088,108.50
294.534,294.534,128.54
